"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16KQ9","AAEL012910","AAEL012910-PA.",NA,NA,NA,"calcium ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16KR0","AAEL012908","AAEL012908-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16L96","AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,"MAPK cascade","ATP binding; protein serine/threonine kinase activity; protein serine/threonine/tyrosine kinase activity; protein tyrosine kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16LB3","AAEL012707","AAEL012707-PA; Belongs to the peptidase C19 family.","ubiquitinyl hydrolase 1",NA,"DNA damage response, signal transduction by p53 class mediator; protein deubiquitination; proteolysis; regulation of autophagy","cysteine-type deubiquitinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16LI4","AAEL012640","AAEL012640-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16LK0","AAEL012627","AAEL012627-PA.",NA,NA,"establishment of mitotic spindle orientation; regulation of establishment of bipolar cell polarity; signal transduction",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16LK2","AAEL012626","AAEL012626-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16LS6","AAEL012541","AAEL012541-PA.",NA,NA,"neurotransmitter secretion",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16M84","AAEL012392","AAEL012392-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16MG8","AAEL012307","AAEL012307-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16MK6","AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16MM1","AAEL012259","AAEL012259-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16N83","AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16N85","AAEL012057","Enhancer of polycomb-like protein.","Enhancer of polycomb-like protein",NA,"regulation of transcription by RNA polymerase II",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16N99","AAEL012046","AAEL012046-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.",NA,NA,"positive regulation of cell junction assembly; positive regulation of cell-cell adhesion mediated by cadherin; positive regulation of endocytosis; protein kinase C signaling; protein localization to plasma membrane; regulation of receptor internalization","protease binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16NB0","AAEL012031","AAEL012031-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16NC7","AAEL012019","AAEL012019-PA.","F5/8 type C domain-containing protein",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16PA7","AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16PG7","AAEL011648","AAEL011648-PA; Belongs to the cyclin family.",NA,NA,"cell division; mitotic cell cycle",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16PP6","AAEL011565","AAEL011565-PA.",NA,NA,"signal transduction",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16PT5","AAEL011536","Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.","Phosphoacetylglucosamine mutase","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","carbohydrate metabolic process; UDP-N-acetylglucosamine biosynthetic process","magnesium ion binding; phosphoacetylglucosamine mutase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16QH9","AAEL011281","AAEL011281-PA.",NA,NA,NA,"oxidoreductase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16R65","AAEL011058","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16RM1","AAEL010908","AAEL010908-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16RU6","AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"response to stress","ATP binding; protein serine/threonine kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16RY8","AAEL010783","AAEL010783-PA.",NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16S36","AAEL010716","AAEL010716-PA.","Translocon Sec61/SecY plug domain-containing protein",NA,"protein transport",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16SB0","AAEL010643","AAEL010643-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16SL7","AAEL010555","AAEL010555-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16TD8","AAEL006369","AAEL006369-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16TT9","AAEL010126","Zinc finger protein.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16TV9","AAEL010106","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport; dopamine uptake involved in synaptic transmission; norepinephrine transport","dopamine:sodium symporter activity; metal ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16U10","AAEL010061","AAEL010061-PA.",NA,NA,NA,"actin binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16U30","AAEL010041","AAEL010041-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16U41","AAEL010022","AAEL010022-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16UD8","AAEL009938","AAEL009938-PA.",NA,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16UK9","AAEL009869","AAEL009869-PA.",NA,NA,"endocytosis","calcium ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16UU9","AAEL009786","AAEL009786-PA.",NA,NA,NA,"zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16VA1","AAEL009630","Phosphodiesterase.","Phosphodiesterase",NA,"signal transduction","3',5'-cyclic-nucleotide phosphodiesterase activity; metal ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16VM1","AAEL009515","AAEL009515-PA.",NA,NA,NA,"chromatin binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16VZ3","AAEL009400","AAEL009400-PA.","poly(A)-specific ribonuclease",NA,NA,"nucleic acid binding; poly(A)-specific ribonuclease activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16W03","AAEL009377","AAEL009377-PA.","small monomeric GTPase",NA,"Rap protein signal transduction","GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16WA7","AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16WM1","AAEL009175","AAEL009175-PA.",NA,NA,"animal organ development; axon guidance; negative chemotaxis","calcium ion binding; heparin binding; Roundabout binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16WU6","AAEL009092","AAEL009092-PA.",NA,NA,"ceramide biosynthetic process","DNA binding; sphingosine N-acyltransferase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16X87","AAEL008944","AAEL008944-PA.",NA,NA,"centriole replication; ciliary basal body organization; negative regulation of centriole elongation; regulation of cytokinesis",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16XT3","AAEL008773","AAEL008773-PA.","Laminin A chain",NA,"animal organ morphogenesis; cell adhesion; system development; tissue development",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16XT5","AAEL008774","AAEL008774-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16XY9","AAEL008722","AAEL008722-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YG3","AAEL008554","AAEL008554-PA.","protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YG5","AAEL008552","AAEL008552-PA.","protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YG8","AAEL008528","AAEL008528-PA.","protein-tyrosine-phosphatase",NA,"anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YK1","AAEL008507","AAEL008507-PA.","non-specific serine/threonine protein kinase",NA,"regulation of mRNA processing; spliceosomal complex assembly","ATP binding; protein serine/threonine kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YK5","AAEL008517","Elongation factor Tu; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.","Elongation factor Tu","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","mitochondrial translational elongation","GTP binding; GTPase activity; translation elongation factor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YV1","AAEL008414","AAEL008414-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YZ8","AAEL008362","AAEL008362-PA.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16YZ9","AAEL008372","Sulfatase-1, sulf-1.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16Z01","AAEL008371","AAEL008371-PA.",NA,NA,NA,"GTPase activator activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16Z71","GPRDIH1","AAEL008292-PA; Belongs to the G-protein coupled receptor 2 family.","Diuretic hormone receptor","Receptor for the insect diurectic hormone. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase","adenylate cyclase-modulating G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway","diuretic hormone receptor activity; G protein-coupled peptide receptor activity; peptide hormone binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q16ZB6","AAEL008248","Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.","Eukaryotic translation initiation factor 2A","Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner","regulation of translation","mRNA binding; ribosome binding; translation initiation factor activity; tRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q170B1","AAEL007980","AAEL007980-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q170B3","AAEL007970","AAEL007970-PA.",NA,NA,NA,"zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q170K4","AAEL007888","Protein 4.1 homolog (Coracle protein), putative.","Moesin/ezrin/radixin homolog 1",NA,"actomyosin structure organization; animal organ morphogenesis; neuron differentiation","actin binding; structural molecule activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q170K8","AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q170V1","AAEL007791","AAEL007791-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q171J8","TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q172D9","AAEL007452","AAEL007452-PA.",NA,NA,"regulation of translational initiation","RNA binding; translation activator activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q172J7","AAEL007359","Guanylate cyclase.","Guanylate cyclase",NA,"intracellular signal transduction; receptor guanylyl cyclase signaling pathway","adenylate cyclase activity; ATP binding; guanylate cyclase activity; peptide receptor activity; protein kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q173B0","AAEL007217","AAEL007217-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q174C4","AAEL006939","AAEL006939-PA.","Protein Smaug",NA,"nuclear-transcribed mRNA poly(A) tail shortening; regulation of DNA-templated transcription","mRNA binding; translation repressor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"Q174K3","AAEL006876","AAEL006876-PA.",NA,NA,"mRNA transport; regulation of translation","RNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
