"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16W86","AAEL009300","AAEL009300-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16WA7","AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16WI5","AAEL009212","AAEL009212-PC.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16WN0","AAEL009171","AAEL009171-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16XQ1","AAEL008816","Vesicular monoamine transporter, putative.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16YV5","AAEL008421","AAEL008421-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16ZQ0","AAEL008122","AAEL008122-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q171F2","AAEL007664","Nicotinic acetylcholine receptor subunit.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q171F9","AAEL007659","AAEL007659-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q173I2","AAEL007144","AAEL007144-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q174F6","AAEL006911","Microtubule-associated protein.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q174S1","AAEL006783","Histone-lysine N-methyltransferase, H3 lysine-79 specific.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q175E6","AAEL006664","AAEL006664-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q175Q0","AAEL006596","AAEL006596-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q175T7","AAEL006555","AAEL006555-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q176D4","AAEL006439","Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q176R3","fru","FRU non-sex-specific P1 isoform.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q177Z0","AAEL005985","Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17AN7","AAEL005246","AAEL005246-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17AN8","AAEL005247","AAEL005247-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17B94","AAEL005014","AAEL005014-PA; Belongs to the transient receptor (TC 1.A.4) family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17BB1","AAEL005033","AAEL005033-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17BL6","AAEL004918","AAEL004918-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17C29","AAEL004715","AAEL004715-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17C40","AAEL004720","Dedicator of cytokinesis protein 9; Belongs to the DOCK family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17C42","AAEL004731","AAEL004731-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17CH0","AAEL004542","AAEL004542-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17CU7","AAEL004420","AAEL004420-PB.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17CY1","AAEL004391","AAEL004391-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17DB8","AAEL004259","RNA-binding protein lin-28.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E14","AAEL003989","AAEL003989-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E51","AAEL003978","AAEL003978-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E87","AAEL003901","AAEL003901-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17EP7","AAEL003731","Nuclear body associated kinase, putative.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17ET2","AAEL003688","AAEL003688-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17F60","AAEL003560","POU domain protein.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FE8","AAEL003407","AAEL003407-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FE9","AAEL003414","AAEL003414-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FH2","AAEL003420","AAEL003420-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FK6","AAEL003375","AAEL003375-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FK7","AAEL003381","AAEL003381-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FQ2","AAEL003357","AAEL003357-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FY6","AAEL003252","AAEL003252-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17G33","AAEL003208","Tubby, putative; Belongs to the TUB family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GF1","AAEL003092","AAEL003092-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GH6","AAEL003014","AAEL003014-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GN3","AAEL002928","AAEL002928-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GU4","AAEL002896","AAEL002896-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17ID1","AAEL002369","AAEL002369-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17JX3","AAEL001901","AAEL001901-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17KB4","AAEL001738","AAEL001738-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17KU9","AAEL001571","AAEL001571-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17L17","AAEL001503","Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17MT2","AAEL000857","AAEL000857-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17NP6","AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17NS1","AAEL000623","AAEL000623-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q1DGD9","AAEL015672","AAEL015672-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q1DGJ8","AAEL015603","Ceramide kinase.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q1HR82","AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q16HZ7","AAEL013847","Diacylglycerol kinase, zeta, iota.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q16HZ8","AAEL013849","Diacylglycerol kinase, zeta, iota.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q16PA7","AAEL011709","Diacylglycerol kinase.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q17CH0","AAEL004542","AAEL004542-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q1DGJ8","AAEL015603","Ceramide kinase.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q0IEC2","AAEL011420","AAEL011420-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q0IFQ3","AAEL004167","AAEL004167-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q16HG5","AAEL014033","AAEL014033-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q175T7","AAEL006555","AAEL006555-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q17FE8","AAEL003407","AAEL003407-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q17FE9","AAEL003414","AAEL003414-PA.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q1HR82","AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q16JH7","AAEL012339","AAEL012339-PA; Belongs to the protein kinase superfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q16N45","AAEL012092","AAEL012092-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q16VT5","AAEL009437","AAEL009437-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q175E6","AAEL006664","AAEL006664-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q17DB8","AAEL004259","RNA-binding protein lin-28.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q16PQ3","AAEL011576","AAEL011576-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q16ZQ0","AAEL008122","AAEL008122-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q175T7","AAEL006555","AAEL006555-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17BL6","AAEL004918","AAEL004918-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17DB8","AAEL004259","RNA-binding protein lin-28.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17FE8","AAEL003407","AAEL003407-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17FE9","AAEL003414","AAEL003414-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"J9HTV7","AAEL801114","AAEL017419-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q0IEC2","AAEL011420","AAEL011420-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q0IFQ3","AAEL004167","AAEL004167-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q16HG5","AAEL014033","AAEL014033-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q16PQ3","AAEL011576","AAEL011576-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q16ZQ0","AAEL008122","AAEL008122-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q175T7","AAEL006555","AAEL006555-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17BL6","AAEL004918","AAEL004918-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17DB8","AAEL004259","RNA-binding protein lin-28.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17FE8","AAEL003407","AAEL003407-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17FE9","AAEL003414","AAEL003414-PA.","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q16HG5","AAEL014033","AAEL014033-PA.","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q175T7","AAEL006555","AAEL006555-PA.","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q17FE8","AAEL003407","AAEL003407-PA.","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q17FE9","AAEL003414","AAEL003414-PA.","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
