"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q16VT3","AAEL009441","AAEL009441-PA.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q16W03","AAEL009377","AAEL009377-PA.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q16XJ6","AAEL008842","AAEL008842-PA.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q16Y83","AAEL008634","Mitogen-activated protein kinase.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q175F3","AAEL006685","Guanine nucleotide-binding protein subunit gamma; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein-effector interaction.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q17DB6","AAEL004255","Zinc finger protein.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q17K23","AAEL001798","AAEL001798-PA.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q17NG8","AAEL000703","Alpha-1,4 glucan phosphorylase; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q17PP8","CUSOD4","Superoxide dismutase [Cu-Zn]; Destroys radicals which are normally produced within the cells and which are toxic to biological systems. Belongs to the Cu-Zn superoxide dismutase family.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q17PT9","AAEL000242","AAEL000242-PA; Belongs to the potassium channel family.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q1HQW4","AAEL007293","Protein kinase A cAMP-dependent catalytic subunit; Belongs to the protein kinase superfamily.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:1901701","Cellular response to oxygen-containing compound",17,157,0.36,0.31,0.0381,"7159.Q1HRW3","AAEL002487","P53 regulated pa26 nuclear protein sestrin.","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.J9EBD1","J9EBD1_AEDAE","AAEL017382-PA; Belongs to the protein kinase superfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.J9HJ36","J9HJ36_AEDAE","Non-specific serine/threonine protein kinase; May play a role in the response to environmental stress. Appears to act upstream of the JUN N-terminal pathway.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q0IF88","AAEL006411","Timeless circadian protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16FU0","AAEL014636","AAEL014636-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16G89","AAEL014485","AAEL014485-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16HY7","AAEL013859","Mitogen-activated protein kinase kinase kinase 3, mapkkk3, mekk3.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16IN4","AAEL013602","AAEL013602-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16IW8","AAEL013529","AAEL013529-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16JG7","AAEL010659","Lethal(2)essential for life protein, l2efl; Belongs to the small heat shock protein (HSP20) family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16JQ4","AAEL013252","AAEL013252-PB.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16KA6","AAEL013066","AAEL013066-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16KC4","AAEL013043","NADH dehydrogenase, putative; Belongs to the complex I LYR family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16L96","AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16LJ8","AAEL012621","Arginine/serine-rich splicing factor.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16LS6","AAEL012541","AAEL012541-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16LV8","AAEL012508","AAEL012508-PB.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16MB3","AAEL012369","AAEL012369-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16MK6","AAEL012272","Peptidylprolyl isomerase.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16N85","AAEL012057","Enhancer of polycomb-like protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16NF3","AAEL011989","AAEL011989-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16P38","AAEL011773","AAEL011773-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16QQ5","AAEL011215","F-box and WD40 domain protein 7 (fbw7).","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16RU6","AAEL010835","Mitogen-activated protein kinase kinase kinase.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16SL7","AAEL010555","AAEL010555-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16T09","AAEL010424","AAEL010424-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16VT3","AAEL009441","AAEL009441-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16WN0","AAEL009171","AAEL009171-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16WP4","AAEL009144","AAEL009144-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16WU6","AAEL009092","AAEL009092-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16XJ6","AAEL008842","AAEL008842-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16XT3","AAEL008773","AAEL008773-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16XW4","AAEL008739","AAEL008739-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16Y83","AAEL008634","Mitogen-activated protein kinase.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q16Z01","AAEL008371","AAEL008371-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q171A8","AAEL007700","AAEL007700-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q171J8","TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q171K9","TOLL5A","AAEL007619-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q171Y3","AAEL007480","AAEL007480-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q173C6","AAEL007190","AAEL007190-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q174K3","AAEL006876","AAEL006876-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q174S1","AAEL006783","Histone-lysine N-methyltransferase, H3 lysine-79 specific.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q177A6","AAEL006209","AAEL006209-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q177R3","AAEL006057","AAEL006057-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q178K1","HR4","Hormone receptor-like in 4.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q179A9","AAEL005679","AAEL005679-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q179S6","AAEL005528","AAEL005528-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q179U2","AAEL005512","Speckle-type poz protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17A34","AAEL005424","Actin binding protein, putative.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17BR9","AAEL004874","AAEL004874-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17C29","AAEL004715","AAEL004715-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17C39","AAEL004717","AAEL004717-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17C93","AAEL004651","Multiple ankyrin repeats single kh domain protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17CE8","AAEL004592","Tyrosine-protein kinase.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17D63","AAEL004310","AAEL004310-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17DL2","AAEL004133","AAEL004133-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17DW6","AAEL004041","AAEL004041-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17ET2","AAEL003688","AAEL003688-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17F37","AAEL003587","AAEL003587-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17FH9","AAEL003416","Sorting nexin; Belongs to the sorting nexin family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17G69","AAEL003169","AAEL003169-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17GI1","AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17I87","AAEL002407","AAEL002407-PB.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17IC7","AAEL002390","AAEL002390-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17IL0","AAEL002287","Trans-prenyltransferase.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17KU1","AAEL001567","Myocyte-specific enhancer factor 2d.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17MI1","AAEL001005","Calreticulin.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17MT6","ARK","Apaf-1 Related Killer.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17N82","AAEL000788","Matrix metalloproteinase.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17NC1","AAEL000729","AAEL000729-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17NG8","AAEL000703","Alpha-1,4 glucan phosphorylase; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17PP8","CUSOD4","Superoxide dismutase [Cu-Zn]; Destroys radicals which are normally produced within the cells and which are toxic to biological systems. Belongs to the Cu-Zn superoxide dismutase family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17Q00","AAEL000201","AAEL000201-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q17Q29","AAEL000138","Putative ubiquinone oxidoreductase ndufa6/b14 subunit; Belongs to the complex I LYR family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1DGG0","AAEL015648","Ubiquitin-conjugating enzyme.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1DGR6","AAEL015522","AAEL015522-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1HQG4","AAEL012169","Predicted membrane protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1HQW4","AAEL007293","Protein kinase A cAMP-dependent catalytic subunit; Belongs to the protein kinase superfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1HR39","AAEL011873","Ubiquitin-conjugating enzyme E2.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1HR69","Q1HR69_AEDAE","Heat shock cognate 70; Belongs to the heat shock protein 70 family.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0006950","Response to stress",83,1262,0.14,0.27,0.0396,"7159.Q1HRW3","AAEL002487","P53 regulated pa26 nuclear protein sestrin.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q0IGG1","AAEL000405","Odd Oz protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q16EE7","AAEL015235","AAEL015235-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q16JK2","AAEL013308","Odd Oz protein.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q16N99","AAEL012046","AAEL012046-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q16W03","AAEL009377","AAEL009377-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q16WM1","AAEL009175","AAEL009175-PA.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0022407","Regulation of cell-cell adhesion",7,35,0.62,0.33,0.0396,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0007494","Midgut development",6,26,0.68,0.33,0.0424,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","GO Biological Process","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
