"uniprot_id","protein_name","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17IA0","ATP6AP2","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048522","Positive regulation of cellular process",23,1866,0.55,0.59,0.00012,"AAEL002411",NA,NA,NA,"positive regulation of Wnt signaling pathway","signaling receptor activity","Renin receptor-like protein","ATP6AP2","Renin_r","Renin receptor, N-terminal domain","Renin receptor N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K20","Q17K20","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048522","Positive regulation of cellular process",23,1866,0.55,0.59,0.00012,"AAEL001832",NA,NA,NA,"positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction",NA,"Ras association (RalGDS/AF-6) domain",NA,"RA","Ras-associating domain","Ras association (RalGDS/AF-6) domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17M42","DBNL","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048522","Positive regulation of cellular process",23,1866,0.55,0.59,0.00012,"AAEL001104",NA,NA,NA,"neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization","actin filament binding","Actin depolymerisation factor/cofilin -like domains","DBNL","Cofilin_ADF,SH3_1,SH3_9","SH3 domain","SH3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HQT7","MAX","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048522","Positive regulation of cellular process",23,1866,0.55,0.59,0.00012,"AAEL012237","Upstream transcription factor 2/L-myc-2.","Protein max",NA,"positive regulation of transcription by RNA polymerase II","DNA binding; DNA-binding transcription factor activity; protein dimerization activity","Transcription factor","MAX","HLH","Myc-type, basic helix-loop-helix (bHLH) domain","Helix-loop-helix DNA-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HRW3","SESN1","Aedes aegypti","aae-mir-5119-5p","up-regulated","no","GO:0048522","Positive regulation of cellular process",23,1866,0.55,0.59,0.00012,"AAEL002487","P53 regulated pa26 nuclear protein sestrin.",NA,NA,"cellular response to L-leucine; cellular response to leucine starvation; negative regulation of TORC1 signaling; positive regulation of macroautophagy; regulation of response to reactive oxygen species","L-leucine binding; oxidoreductase activity, acting on peroxide as acceptor","PA26 p53-induced protein (sestrin)","SESN1","PA26","Sestrin","PA26 p53-induced protein (sestrin)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAN8","nrv2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"J9EAN8_AEDAE",NA,NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium / potassium ATPase beta chain","nrv2","Na_K-ATPase","Sodium/potassium-transporting ATPase subunit beta","Sodium / potassium ATPase beta chain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEP7","Rdl","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL008354","AAEL008354-PA; Belongs to the ligand-gated ion channel (TC 1.A.9) family.","Gamma-aminobutyric acid receptor subunit beta",NA,NA,"chloride channel activity; extracellular ligand-gated monoatomic ion channel activity; GABA-A receptor activity; ligand-gated monoatomic anion channel activity","Belongs to the ligand-gated ion channel (TC 1.A.9) family","Rdl","Neur_chan_LBD,Neur_chan_memb","Neurotransmitter-gated ion-channel ligand-binding domain","Neurotransmitter-gated ion-channel ligand binding domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IW8","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL013529",NA,NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JQ4","RAB14","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL013252",NA,"Ras-related protein Rab-14",NA,"defense response to bacterium; endocytic recycling; Golgi to endosome transport; phagosome maturation; protein transport","GTP binding; GTPase activity","Rab subfamily of small GTPases","RAB14","Ras","Small GTPase","Ras family","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LS6","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL012541",NA,NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, pre-ATP-grasp domain","Synapsin pre-ATP-grasp domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","CPEB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation; spermatogenesis","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","RNA recognition motif domain","RNA recognition motif","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Q16PP6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL011565",NA,NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","Ankyrin repeat","Ankyrin repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R23","add-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL011105",NA,NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","Class II aldolase/adducin N-terminal","Class II Aldolase and Adducin N-terminal domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","MAP3K13","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"intracellular signal transduction; regulation of macromolecule metabolic process; regulation of primary metabolic process; response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","Serine-threonine/tyrosine-protein kinase, catalytic domain","Protein tyrosine and serine/threonine kinase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SB0","PAK3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL010643",NA,NA,NA,NA,NA,"P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TM2","IL16","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL010198",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","IL16","PDZ","PDZ domain","PDZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TV9","DAT","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL010106","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport; dopamine uptake involved in synaptic transmission; norepinephrine transport","dopamine:sodium symporter activity; metal ion binding","transporter","DAT","SNF","Sodium:neurotransmitter symporter","Sodium:neurotransmitter symporter family","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U30","Q16U30","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL010041",NA,NA,NA,NA,NA,"Src homology 2 domains",NA,"PID,SH2","SH2 domain","SH2 domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U87","IL16","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL009988",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","IL16","PDZ","PDZ domain","PDZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UU9","Q16UU9","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL009786",NA,NA,NA,NA,"zinc ion binding","Zinc-finger associated domain (zf-AD)",NA,"zf-AD","Zinc finger, AD-type","Zinc-finger associated domain (zf-AD)","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WA7","STX1A","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","Syntaxin","STX1A","SNARE,Syntaxin","Syntaxin, N-terminal domain","Syntaxin","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","epi-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL008773",NA,"Laminin A chain",NA,"animal organ morphogenesis; axon development; basement membrane organization; cell migration; respiratory system development; response to stress; substrate adhesion-dependent cell spreading; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","Laminin IV","Laminin B (Domain IV)","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","NF1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL008371",NA,NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","CRAL-TRIO lipid binding domain","Divergent CRAL/TRIO domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K4","EPB41L2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL007888","Protein 4.1 homolog (Coracle protein), putative.","Moesin/ezrin/radixin homolog 1",NA,"actomyosin structure organization; animal organ morphogenesis; neuron differentiation","actin binding; structural molecule activity","4.1 protein C-terminal domain (CTD)","EPB41L2","4_1_CTD,FA,FERM_C,FERM_M,FERM_N,SAB","FERM, N-terminal","FERM N-terminal domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170V1","Q170V1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL007791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179N7","Q179N7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport","metal ion binding; serotonin binding; serotonin:sodium:chloride symporter activity","Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family",NA,"SNF","Sodium:neurotransmitter symporter","Sodium:neurotransmitter symporter family","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179X5","CALB1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL005463",NA,NA,NA,"regulation of long-term synaptic potentiation; regulation of presynaptic cytosolic calcium ion concentration","calcium ion binding","Calcium ion binding","CALB1","EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7","EF-hand domain","EF-hand domain pair","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CG1","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL004549",NA,NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DL2","igcm-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Q17E44","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","Protein kinase domain","Protein kinase domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G69","igcm-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","PAK3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL002594",NA,"non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17J33","USP54","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL002171","Ubiquitin specific proteinase.",NA,NA,NA,"hydrolase activity","Ubiquitin specific proteinase","USP54","UCH",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L66","Eif4enif1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL001468",NA,NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L67","Eif4enif1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL001454",NA,NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Q17MX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL000868",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","DFNB31","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL000908",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Q17MX7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL000891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","hmr-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030054","Cell junction",34,555,0.44,0.65,0.00013,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAN8","nrv2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"J9EAN8_AEDAE",NA,NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium / potassium ATPase beta chain","nrv2","Na_K-ATPase","Sodium/potassium-transporting ATPase subunit beta","Sodium / potassium ATPase beta chain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IW8","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL013529",NA,NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LS6","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL012541",NA,NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, pre-ATP-grasp domain","Synapsin pre-ATP-grasp domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","CPEB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation; spermatogenesis","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","RNA recognition motif domain","RNA recognition motif","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Q16PP6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL011565",NA,NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","Ankyrin repeat","Ankyrin repeat","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RM1","HECA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL010908",NA,NA,NA,NA,NA,"Headcase protein","HECA","HECA,Headcase","Headcase, middle domain","Headcase protein","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","MAP3K13","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"intracellular signal transduction; regulation of macromolecule metabolic process; regulation of primary metabolic process; response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","Serine-threonine/tyrosine-protein kinase, catalytic domain","Protein tyrosine and serine/threonine kinase","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WF1","Nrt","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL009240",NA,"Carboxylesterase type B domain-containing protein",NA,NA,"hydrolase activity","alpha/beta hydrolase fold","Nrt","COesterase","Carboxylesterase, type B","Carboxylesterase family","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WM1","SLIT2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL009175",NA,NA,NA,"axon guidance; digestive tract development; embryonic morphogenesis; embryonic organ development; epithelial cell migration; formation of animal organ boundary; gland development; glial cell migration; mesoderm development; negative chemotaxis; regulation of cell-cell adhesion; regulation of multicellular organismal process; reproductive structure development; sex differentiation","calcium ion binding; heparin binding; Roundabout binding","C-terminal cystine knot-like domain (CTCK)","SLIT2","EGF,LRRCT,LRRNT,LRR_8,Laminin_G_1,Laminin_G_2,hEGF","Leucine-rich repeat","Leucine Rich Repeat","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","NF1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL008371",NA,NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","CRAL-TRIO lipid binding domain","Divergent CRAL/TRIO domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K8","PTK7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170V1","Q170V1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"AAEL007791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
