#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
AAEL005937	7159.Q178E9	AAEL005937-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1300:Pfam_ABC_membrane(80|350)+AAA(438|745)+TRANS(767|789)+TRANS(856|878)+TRANS(950|972)+TRANS(981|1000)+AAA(1069|1252)+	AAEL005937,AAEL005937-PA,Q178E9,Q178E9_AEDAE,XM_001651647.1,XP_001651697.1	
AAEL006038	7159.Q177S2	AAEL006038-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=2092:WD40(104|147)+WD40(150|189)+WD40(192|235)+WD40(249|288)+WD40(291|332)+WD40(356|391)+WD40(394|434)+WD40(437|481)+BROMO(1067|1171)+BROMO(1228|1333)+	5567375,AAEL006038,AAEL006038-PA,PH-interacting protein,Q177S2,Q177S2_AEDAE,XM_001657340.1,XP_001657390.1,XP_021706973,aag:5567375	aag:5567375
AAEL006057	7159.Q177R3	AAEL006057-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=482:RRM(103|175)+RRM(192|264)+	AAEL006057,AAEL006057-PA,Q177R3,Q177R3_AEDAE,XM_001651732.1,XP_001651782.1	
AAEL006149	7159.Q177H3	AAEL006149-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=588:Pfam_CENP-C_C(490|570)+	5567522,AAEL006149,AAEL006149-PA,Q177H3,Q177H3_AEDAE,Uncharacterized protein LOC5567522 isoform X1,XM_001657468.1,XP_001657518.1,XP_021710506,aag:5567522	aag:5567522
AAEL006152	7159.Q177H4	AAEL006152-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=886:	AAEL006152,AAEL006152-PA,Q177H4,Q177H4_AEDAE,XM_001657467.1,XP_001657517.1	
AAEL006189	7159.Q177A9	AAEL006189-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=339:Pfam_ACBP(4|88)+	5567614,AAEL006189,AAEL006189-PA,Acyl-CoA-binding domain-containing protein 5,Q177A9,Q177A9_AEDAE,XM_001657520.1,XP_001657570,XP_001657570.1,aag:5567614	aag:5567614
AAEL006219	7159.Q176Y4	Heparan sulphate 2-o-sulfotransferase.	https://smart.embl.de/smart/DDvec.cgi?smart=379:Pfam_Sulfotransfer_2(95|372)+	2.8.2.-,5567622,AAEL006219,AAEL006219-PA,EC 2.8.2.-,Heparan sulfate 2-O-sulfotransferase pipe,Heparan sulphate 2-o-sulfotransferase,Q176Y4,Q176Y4_AEDAE,XM_001657546.1,XP_001657596.1,XP_021696506,aag:5567622	aag:5567622
AAEL006234	7159.Q176W7	Hexosyltransferase.	https://smart.embl.de/smart/DDvec.cgi?smart=393:TRANS(7|26)+Pfam_Galactosyl_T(106|303)+	2.4.1.-,5567645,AAEL006234,Beta-1,3-galactosyltransferase 5 isoform X2,Hexosyltransferase,Q176W7,Q176W7_AEDAE,XM_001651789.1,XP_001651839,XP_001651839.1,aag:5567645	aag:5567645
AAEL006263	7159.Q176T7	AAEL006263-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=348:	5567692,AAEL006263,AAEL006263-PA,Q176T7,Q176T7_AEDAE,Uncharacterized protein LOC5567692 isoform X1,XM_001651803.1,XP_001651853.1,XP_021699794,aag:5567692	aag:5567692
AAEL006266	7159.Q176T6	AAEL006266-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=160:	AAEL006266,AAEL006266-PA,Q176T6,Q176T6_AEDAE,XM_001651804.1,XP_001651854.1	
AAEL006369	7159.Q16TD8	AAEL006369-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=212:SIGNAL(1|22)+	5573079,AAEL006369,AAEL006369-PA,AAEL010262,AAEL010262-PA,Prohormone-3 isoform X3,Q16TD8,Q16TD8_AEDAE,XM_001651919.1,XM_001660663.1,XP_001651969.1,XP_001660713,XP_001660713.1,aag:5573079	aag:5573079
AAEL006399	7159.Q0IFA2	AAEL006399-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=429:Pfam_Tektin(21|402)+	5567954,AAEL006399,AAEL006399-PA,Q0IFA2,Q0IFA2_AEDAE,Tektin-2,Tektin-B1,XM_001657719.1,XP_001657769,XP_001657769.1,aag:5567954	aag:5567954
AAEL006447	7159.Q176B9	GATA transcription factor (GATAb).	https://smart.embl.de/smart/DDvec.cgi?smart=770:ZnF_GATA(593|643)+	5568000,AAEL006447,AAEL006447-PA,GATA transcription factor (GATAb),Q176B9,Q176B9_AEDAE,Ras-interacting protein RIP3,XM_001657777.1,XP_001657827.1,XP_021703527,aag:5568000	aag:5568000
AAEL006554	7159.Q175T9	AAEL006554-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=276:Pfam_DUF1394(6|271)+	5568120,AAEL006554,AAEL006554-PA,Protein FAM49B,Q175T9,Q175T9_AEDAE,XM_001652009.1,XP_001652059,XP_001652059.1,aag:5568120	aag:5568120
AAEL006565	7159.Q175T8	AAEL006565-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=79:Pfam_DUF1394(22|72)+	AAEL006565,AAEL006565-PA,Q175T8,Q175T8_AEDAE,XM_001652010.1,XP_001652060.1	
AAEL006600	7159.Q175M5	Juvenile hormone-inducible protein, putative.	https://smart.embl.de/smart/DDvec.cgi?smart=489:CHK(142|391)+	AAEL006600,AAEL006600-PC,Juvenile hormone-inducible protein, putative,Q175M5,Q175M5_AEDAE,XM_001652064.1,XP_001652114.1	
AAEL006619	7159.Q175K5	AAEL006619-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=123:Pfam_PP1_inhibitor(4|123)+	5568195,AAEL006619,AAEL006619-PA,Protein phosphatase 1 regulatory subunit 14B,Q175K5,Q175K5_AEDAE,XM_001652084.1,XP_001652134.1,XP_021703926,aag:5568195	aag:5568195
AAEL006710	7159.Q175B9	Nucleolysin tia-1.	https://smart.embl.de/smart/DDvec.cgi?smart=453:RRM(9|79)+RRM(97|170)+RRM(207|275)+	5568274,AAEL006710,AAEL006710-PA,LOW QUALITY PROTEIN: nucleolysin TIAR,Nucleolysin TIA-1/TIAR,Nucleolysin tia-1,Q175B9,Q175B9_AEDAE,XM_001657923.1,XP_001657973.1,XP_021708900,aag:5568274	aag:5568274
AAEL006783	7159.Q174S1	Histone-lysine N-methyltransferase, H3 lysine-79 specific.	https://smart.embl.de/smart/DDvec.cgi?smart=1707:Pfam_DOT1(117|319)+	2.1.1.-,AAEL006783,Histone H3-K79 methyltransferase,Q174S1,Q174S1_AEDAE,XM_001652179.1,XP_001652229.1	
AAEL006803	7159.Q174R9	AAEL006803-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=285:	5579942,AAEL006803,AAEL006803-PA,Q174R9,Q174R9_AEDAE,Uncharacterized protein LOC5579942 isoform X1,XM_001652181.1,XP_001652231.1,XP_021705918,aag:5579942	aag:5579942
AAEL006813	7159.Q174R8	AAEL006813-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=285:	AAEL006813,AAEL006813-PA,Q174R8,Q174R8_AEDAE,XM_001652182.1,XP_001652232.1	
AAEL006876	7159.Q174K3	AAEL006876-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=541:RRM(24|95)+KH(125|196)+KH(205|278)+KH(343|418)+KH(429|502)+	5568453,AAEL006876,AAEL006876-PA,Q174K3,Q174K3_AEDAE,XM_001652237.1,XP_001652287,XP_001652287.1,aag:5568453	aag:5568453
AAEL006884	7159.Q174H3	AAEL006884-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=416:Pfam_Myb_DNA-bind_5(17|94)+	5568483,AAEL006884,AAEL006884-PA,ATPase inhibitor, mitochondrial,Q174H3,Q174H3_AEDAE,Uncharacterized protein LOC5568483,XM_001652268.1,XP_001652318,XP_001652318.1,aag:5568483	aag:5568483
AAEL006912	7159.Q174F7	Acetyl-coa acetyltransferase 2; Belongs to the thiolase-like superfamily. Thiolase family.	https://smart.embl.de/smart/DDvec.cgi?smart=394:Pfam_ketoacyl-synt(81|145)+Pfam_Thiolase_C(271|393)+	2.3.1.9,5568498,AAEL006912,AAEL006912-PA,AAEL006912-PB,Acetyl-CoA C-acetyltransferase,Acetyl-coa acetyltransferase 2,EC 2.3.1.9,Q174F7,Q174F7_AEDAE,Uncharacterized protein LOC5568498,XM_001652270.1,XM_001652271.1,XP_001652320,XP_001652320.1,XP_001652321.1,aag:5568498	aag:5568498
AAEL006939	7159.Q174C4	AAEL006939-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=908:SAM(712|775)+	AAEL006939,AAEL006939-PA,Q174C4,Q174C4_AEDAE,XM_001652307.1,XP_001652357.1	
AAEL007019	7159.Q173U8	Phosphate transporter; Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport. Belongs to the inorganic phosphate transporter (PiT) (TC 2.A.20) family.	https://smart.embl.de/smart/DDvec.cgi?smart=692:Pfam_PHO4(26|680)+	5568659,AAEL007019,Phosphate transporter,Q173U8,Q173U8_AEDAE,Sodium-dependent phosphate transporter 2,XM_001652443.1,XP_001652493,XP_001652493.1,aag:5568659	aag:5568659
AAEL007177	7159.Q173D8	AAEL007177-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=192:Pfam_Nt_Gln_amidase(6|179)+	3.5.1.122,5568875,AAEL007177,AAEL007177-PA,EC 3.5.1.122,Protein N-terminal glutamine amidohydrolase,Q173D8,Q173D8_AEDAE,XM_001652551.1,XP_001652601.1,XP_021698385,aag:5568875	aag:5568875
AAEL007197	7159.Q173C1	AAEL007197-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=493:Pfam_Aa_trans(81|484)+	5568890,AAEL007197,AAEL007197-PA,Q173C1,Q173C1_AEDAE,XM_001658166.1,XP_001658216,XP_001658216.1,aag:5568890	aag:5568890
AAEL007217	7159.Q173B0	AAEL007217-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=120:SIGNAL(1|24)+TRANS(44|66)+TRANS(73|90)+	5568906,AAEL007217,AAEL007217-PA,Q173B0,Q173B0_AEDAE,Uncharacterized protein LOC5568906,XM_001658177.1,XP_001658227,XP_001658227.1,aag:5568906	aag:5568906
AAEL007331	7159.Q172L3	AAEL007331-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1211:CUB(3|132)+EGF_like(133|166)+EGF_like(169|202)+Pfam_Kelch_5(273|312)+PSI(547|598)+PSI(721|771)+PSI(779|834)+EGF_like(836|880)+EGF_like(883|929)+TRANS(1051|1073)+	5569057,AAEL007331,AAEL007331-PA,Attractin,Attractin isoform X1,Q172L3,Q172L3_AEDAE,XM_001652651.1,XP_001652701.1,XP_021693516,aag:5569057	aag:5569057
AAEL007353	7159.Q172K9	AAEL007353-PA; Belongs to the cullin family.	https://smart.embl.de/smart/DDvec.cgi?smart=779:CULLIN(440|585)+Cullin_Nedd8(706|773)+	5569092,AAEL007353,AAEL007353-PA,Cullin,Cullin 5,Cullin-5,Q172K9,Q172K9_AEDAE,XM_001658270.1,XP_001658320.1,XP_021705036,aag:5569092	aag:5569092
AAEL007359	7159.Q172J7	Guanylate cyclase.	https://smart.embl.de/smart/DDvec.cgi?smart=1034:Pfam_Pkinase(189|449)+CYCc(485|678)+	4.6.1.2,5577087,AAEL007359,EC 4.6.1.2,Guanylate cyclase,Guanylate cyclase 2F,Q172J7,Q172J7_AEDAE,Uncharacterized protein LOC5577087,XM_001658282.1,XP_001658332.1,XP_021706999,aag:5577087	aag:5577087
AAEL007374	7159.Q172J0	AAEL007374-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=428:SIGNAL(1|27)+Pfam_MRJP(139|427)+	5569110,AAEL007374,AAEL007374-PA,Protein yellow,Q172J0,Q172J0_AEDAE,XM_001652659.1,XP_001652709,XP_001652709.1,aag:5569110	aag:5569110
AAEL007388	7159.Q172G9	AAEL007388-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=306:	AAEL007388,AAEL007388-PA,Q172G9,Q172G9_AEDAE,XM_001652684.1,XP_001652734.1	
AAEL007415	7159.Q0IF14	Multicopper oxidase; Belongs to the multicopper oxidase family.	https://smart.embl.de/smart/DDvec.cgi?smart=752:Pfam_Cu-oxidase_3(189|305)+Pfam_Cu-oxidase(318|471)+Pfam_Cu-oxidase_2(572|730)+	23687412,AAEL007415,AAEL007415-PA,Laccase-1 isoform X1,Multicopper oxidase,Q0IF14,Q0IF14_AEDAE,XM_001658292.1,XP_001658342.1,XP_021698133,aag:23687412	aag:23687412
AAEL007441	7159.Q1HRN7	Translocon-associated complex TRAP gamma subunit.	https://smart.embl.de/smart/DDvec.cgi?smart=184:Pfam_TRAP-gamma(12|181)+	5569181,AAEL007441,AAEL007441-PA,AAEL007441-PB,Q1HRN7,Q1HRN7_AEDAE,Translocon-associated complex TRAP gamma subunit,Translocon-associated protein subunit gamma,Translocon-associated protein, gamma subunit,XM_001652712.1,XM_011495081.1,XP_001652762.1,XP_011493383,XP_011493383.1,aag:5569181	aag:5569181
AAEL007452	7159.Q172D9	AAEL007452-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=486:MIF4G(248|470)+	5569178,AAEL007452,AAEL007452-PA,Q172D9,Q172D9_AEDAE,Uncharacterized protein LOC5569178 isoform X7,XM_001652707.1,XP_001652757,XP_001652757.1,aag:5569178	aag:5569178
AAEL007465	7159.Q172A6	AAEL007465-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=2294:Pfam_Smoothelin(1763|1810)+	5576274,AAEL007465,AAEL007465-PA,Q172A6,Q172A6_AEDAE,Titin isoform X1,XM_001658331.1,XP_001658381.1,XP_021698681,aag:5576274	aag:5576274
AAEL007483	7159.Q171Z5	AAEL007483-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=843:ChtBD2(6|68)+	AAEL007483,AAEL007483-PA,Q171Z5,Q171Z5_AEDAE,XM_001652728.1,XP_001652778.1	
AAEL007508	7159.Q171W2	AAEL007508-PA; Belongs to the peptidase S1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=287:SIGNAL(1|18)+Tryp_SPc(39|266)+	5569262,AAEL007508,AAEL007508-PA,Q171W2,Q171W2_AEDAE,Trypsin 3A1-like,XM_001658357.1,XP_001658407,XP_001658407.1,aag:5569262	aag:5569262
AAEL007569	7159.Q171N7	AAEL007569-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1111:VWA(11|184)+TRANS(883|905)+	5569392,AAEL007569,AAEL007569-PA,Q171N7,Q171N7_AEDAE,VWFA and cache domain-containing protein CG16868,XM_001658418.1,XP_001658468.1,XP_021701841,aag:5569392	aag:5569392
AAEL007791	7159.Q170V1	AAEL007791-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=490:	5575787,AAEL007791,AAEL007791-PA,Q170V1,Q170V1_AEDAE,XM_001658619.1,XP_001658669.1,XP_021693473,aag:5575787	aag:5575787
AAEL007876	7159.Q170K8	Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.	https://smart.embl.de/smart/DDvec.cgi?smart=760:IG(7|119)+IGc2(135|198)+IGc2(225|294)+Pfam_Pkinase(493|750)+	AAEL007876,AAEL007876-PA,Q170K8,Q170K8_AEDAE,Tyrosine protein kinase with ig domain,XM_001652912.1,XP_001652962.1	
AAEL007888	7159.Q170K4	Protein 4.1 homolog (Coracle protein), putative.	https://smart.embl.de/smart/DDvec.cgi?smart=1659:B41(73|269)+FERM_C(273|363)+FA(366|411)+Pfam_4_1_CTD(1563|1659)+	5569740,AAEL007888,AAEL007888-PA,Protein 4.1 homolog (Coracle protein), putative,Protein 4.1 homolog isoform X1,Q170K4,Q170K4_AEDAE,XM_001652916.1,XP_001652966.1,XP_021708814,aag:5569740	aag:5569740
AAEL007890	7159.Q170K9	AAEL007890-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=156:SIGNAL(1|22)+IGc2(77|141)+	AAEL007890,AAEL007890-PA,Q170K9,Q170K9_AEDAE,XM_001652911.1,XP_001652961.1	
AAEL007959	7159.Q170D7	AAEL007959-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=303:Pfam_Zip(111|298)+	5569850,AAEL007959,AAEL007959-PA,Q170D7,Q170D7_AEDAE,XM_001658694.1,XP_001658744,XP_001658744.1,Zinc transporter ZIP9,aag:5569850	aag:5569850
AAEL007970	7159.Q170B3	AAEL007970-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=308:zf-AD(20|89)+ZnF_C2H2(172|193)+ZnF_C2H2(199|224)+ZnF_C2H2(229|251)+ZnF_C2H2(257|279)+	5569877,AAEL007970,AAEL007970-PA,Q170B3,Q170B3_AEDAE,XM_001658719.1,XP_001658769,XP_001658769.1,Zinc finger protein 34,aag:5569877	aag:5569877
AAEL007980	7159.Q170B1	AAEL007980-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=2905:zf-AD(18|46)+ZnF_U1(202|236)+ZnF_C2H2(307|329)+ZnF_C2H2(334|356)+ZnF_C2H2(378|401)+ZnF_C2H2(406|428)+ZnF_U1(660|694)+ZnF_U1(711|743)+ZnF_C2H2(775|797)+ZnF_C2H2(845|868)+ZnF_U1(870|904)+ZnF_C2H2(977|999)+ZnF_C2H2(1004|1026)+ZnF_C2H2(1048|1071)+ZnF_C2H2(1076|1098)+ZnF_C2H2(1108|1131)+ZnF_C2H2(1143|1166)+ZnF_C2H2(1176|1199)+ZnF_C2H2(1204|1226)+ZnF_C2H2(1251|1273)+ZnF_C2H2(1306|1329)+ZnF_C2H2(1334|1356)+ZnF_C2H2(1374|1397)+ZnF_C2H2(1402|1426)+ZnF_C2H2(1434|1456)+ZnF_C2H2(1553|1574)+ZnF_C2H2(1580|1605)+ZnF_C2H2(1610|1633)+ZnF_C2H2(1637|1661)+ZnF_C2H2(1665|1687)+zf-AD(1709|1778)+ZnF_C2H2(1802|1824)+ZnF_C2H2(1935|1958)+ZnF_U1(1960|1994)+ZnF_C2H2(2102|2124)+ZnF_C2H2(2129|2151)+ZnF_C2H2(2173|2196)+zf-AD(2224|2293)+ZnF_C2H2(2314|2336)+ZnF_C2H2(2489|2512)+ZnF_U1(2514|2548)+ZnF_U1(2576|2608)+ZnF_C2H2(2664|2686)+ZnF_C2H2(2691|2713)+ZnF_C2H2(2737|2760)+ZnF_C2H2(2765|2790)+ZnF_U1(2792|2823)+ZnF_C2H2(2836|2859)+ZnF_C2H2(2864|2886)+	110677089,AAEL007980,AAEL007980-PA,Q170B1,Q170B1_AEDAE,XM_001658724.1,XP_001658774.1,XP_021703445,Zinc finger protein 37 homolog isoform X1,aag:110677089	aag:110677089
AAEL007995	7159.Q0IEV0	AAEL007995-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1032:ZnF_C2H2(59|81)+ELM2(840|892)+SANT(929|981)+ZnF_C2H2(1001|1025)+	AAEL007995,AAEL007995-PA,Q0IEV0,Q0IEV0_AEDAE,XM_001658737.2,XP_001658787.1	
AAEL008031	7159.Q16ZY1	Carbonic anhydrase; Belongs to the alpha-carbonic anhydrase family.	https://smart.embl.de/smart/DDvec.cgi?smart=332:Carb_anhydrase(22|282)+	5569928,AAEL008031,AAEL008031-PA,Carbonic anhydrase,Carbonic anhydrase-related protein 10,Q16ZY1,Q16ZY1_AEDAE,XM_001658776.1,XP_001658826.1,XP_021704115,aag:5569928	aag:5569928
AAEL008149	7159.Q16ZN0	AAEL008149-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=63:	5570178,AAEL008149,AAEL008149-PA,Q16ZN0,Q16ZN0_AEDAE,XM_001658917.1,XP_001658967.1	
AAEL008248	7159.Q16ZB6	Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.	https://smart.embl.de/smart/DDvec.cgi?smart=631:Pfam_eIF2A(224|419)+	5570313,AAEL008248,Eukaryotic translation initiation factor 2A,Q16ZB6,Q16ZB6_AEDAE,Translation initiation factor 2A,XM_001653085.1,XP_001653135,XP_001653135.1,aag:5570313,eIF-2A	aag:5570313
AAEL008354	7159.Q0IEP7	AAEL008354-PA; Belongs to the ligand-gated ion channel (TC 1.A.9) family.	https://smart.embl.de/smart/DDvec.cgi?smart=533:Pfam_Neur_chan_LBD(55|262)+Pfam_Neur_chan_memb(269|512)+	5570466,AAEL008354,AAEL008354-PA,Gamma-aminobutyric acid receptor subunit beta,Q0IEP7,Q0IEP7_AEDAE,XM_001653155.1,XP_001653205,XP_001653205.1,aag:5570466	aag:5570466
AAEL008362	7159.Q16YZ8	AAEL008362-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=782:Pfam_Sulfatase(8|129)+Pfam_DUF3740(386|540)+	AAEL008362,AAEL008362-PA,Q16YZ8,Q16YZ8_AEDAE,XM_001653174.1,XP_001653224.1	
AAEL008371	7159.Q16Z01	AAEL008371-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=2762:RasGAP(1185|1538)+SEC14(1571|1723)+	AAEL008371,AAEL008371-PA,Q16Z01,Q16Z01_AEDAE,XM_001653170.1,XP_001653220.1	
AAEL008372	7159.Q16YZ9	Sulfatase-1, sulf-1.	https://smart.embl.de/smart/DDvec.cgi?smart=250:Pfam_Sulfatase(48|249)+	3.1.6.-,5570551,AAEL008372,AAEL008372-PA,EC 3.1.6.-,Extracellular sulfatase SULF-1 homolog,Extracellular sulfatase Sulf,Q16YZ9,Q16YZ9_AEDAE,Sulfatase-1, sulf-1,XM_001653173.1,XP_001653223.1,XP_021710343,aag:5570551	aag:5570551
AAEL008414	7159.Q16YV1	AAEL008414-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1375:SIGNAL(1|26)+	5570610,AAEL008414,AAEL008414-PA,Proline-rich protein 36,Q16YV1,Q16YV1_AEDAE,XM_001653224.1,XP_001653274,XP_001653274.1,aag:5570610	aag:5570610
AAEL008465	7159.Q16YQ3	Gamma-tubulin complex component.	https://smart.embl.de/smart/DDvec.cgi?smart=889:Pfam_Spc97_Spc98(217|729)+	5570651,AAEL008465,Gamma-tubulin complex component,Gamma-tubulin complex component 3,Gamma-tubulin complex component 3 homolog,Q16YQ3,Q16YQ3_AEDAE,XM_001659197.1,XP_001659247,XP_001659247.1,aag:5570651	aag:5570651
AAEL008470	7159.Q16YP6	AAEL008470-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=90:TRANS(44|66)+	AAEL008470,AAEL008470-PA,Q16YP6,Q16YP6_AEDAE,XM_001659204.1,XP_001659254.1	
AAEL008494	7159.Q16YM1	AAEL008494-PA; Belongs to the mitochondrial carrier (TC 2.A.29) family.	https://smart.embl.de/smart/DDvec.cgi?smart=380:Pfam_Mito_carr(1|91)+Pfam_Mito_carr(89|186)+Pfam_Mito_carr(183|278)+	110673989,5570692,AAEL008494,AAEL008494-PA,Mitochondrial basic amino acids transporter-like,Q16YM1,Q16YM1_AEDAE,XM_001659229.1,XP_001659279.1,XP_021702718,aag:110673989	aag:110673989
AAEL008507	7159.Q16YK1	AAEL008507-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=646:Pfam_Pkinase_Tyr(135|287)+Pfam_Pkinase(473|644)+	2.7.11.1,5570733,AAEL008507,AAEL008507-PA,EC 2.7.11.1,Q16YK1,Q16YK1_AEDAE,SRSF protein kinase 3,Serine/threonine-protein kinase SRPK1,XM_001659280.1,XP_001659330.1,XP_021697362,aag:5570733	aag:5570733
AAEL008517	7159.Q16YK5	Elongation factor Tu; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.	https://smart.embl.de/smart/DDvec.cgi?smart=463:Pfam_GTP_EFTU(55|248)+Pfam_GTP_EFTU_D2(271|340)+Pfam_GTP_EFTU_D3(344|438)+	5570735,AAEL008517,Elongation factor Tu,Q16YK5,Q16YK5_AEDAE,XM_001659276.1,XP_001659326.1	
AAEL008528	7159.Q16YG8	AAEL008528-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=511:PTPc(76|448)+	3.1.3.48,5570773,AAEL008528,AAEL008528-PA,EC 3.1.3.48,Q16YG8,Q16YG8_AEDAE,XM_001659313.1,XP_001659363,XP_001659363.1,aag:5570773	aag:5570773
AAEL008552	7159.Q16YG5	AAEL008552-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=93:SH2(1|69)+	AAEL008552,AAEL008552-PA,Q16YG5,Q16YG5_AEDAE,XM_001659317.1,XP_001659367.1	
AAEL008554	7159.Q16YG3	AAEL008554-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=111:SH2(4|87)+	AAEL008554,AAEL008554-PA,Q16YG3,Q16YG3_AEDAE,XM_001659318.1,XP_001659368.1	
AAEL008622	7159.Q16Y82	AAEL008622-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=379:S_TKc(35|331)+	2.7.11.24,5570856,AAEL008622,AAEL008622-PA,EC 2.7.11.24,Q16Y82,Q16Y82_AEDAE,Stress-activated protein kinase JNK,XM_001653316.1,XP_001653366,XP_001653366.1,aag:5570856	aag:5570856
AAEL008722	7159.Q16XY9	AAEL008722-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=897:ZnF_C2H2(22|44)+ZnF_C2H2(268|291)+ZnF_C2H2(521|545)+ZnF_C2H2(760|783)+ZnF_C2H2(789|811)+ZnF_C2H2(817|839)+ZnF_C2H2(845|867)+	AAEL008722,AAEL008722-PA,Q16XY9,Q16XY9_AEDAE,XM_001659402.1,XP_001659452.1	
AAEL008773	7159.Q16XT3	AAEL008773-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=3701:LamNT(20|276)+EGF_Lam(278|336)+EGF_Lam(339|406)+EGF_like(409|451)+EGF_Lam(454|497)+EGF_Lam(500|543)+EGF_Lam(546|589)+EGF_Lam(592|634)+EGF_Lam(637|679)+EGF_Lam(682|734)+EGF_Lam(737|787)+EGF_like(790|827)+EGF_Lam(1375|1418)+EGF_Lam(1421|1463)+EGF_Lam(1466|1511)+EGF_Lam(1514|1562)+LamB(1633|1761)+EGF_like(1760|1807)+EGF_Lam(1810|1857)+EGF_Lam(1860|1915)+EGF_Lam(1918|1968)+EGF_Lam(1971|2015)+EGF_Lam(2018|2062)+EGF_Lam(2065|2110)+LamG(2694|2845)+LamG(2896|3034)+LamG(3078|3209)+LamG(3361|3504)+LamG(3545|3680)+	5571044,AAEL008773,AAEL008773-PA,Laminin subunit alpha,Laminin, alpha 3/5,Q16XT3,Q16XT3_AEDAE,XM_001659431.1,XP_001659481,XP_001659481.1,aag:5571044	aag:5571044
AAEL008774	7159.Q16XT5	AAEL008774-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=90:ZnF_C2H2(33|57)+ZnF_C2H2(63|85)+	AAEL008774,AAEL008774-PA,Q16XT5,Q16XT5_AEDAE,XM_001659429.1,XP_001659479.1	
AAEL008816	7159.Q16XQ1	Vesicular monoamine transporter, putative.	https://smart.embl.de/smart/DDvec.cgi?smart=438:Pfam_Sugar_tr(42|230)+TRANS(379|401)+	AAEL008816,AAEL008816-PA,Q16XQ1,Q16XQ1_AEDAE,Vesicular monoamine transporter, putative,XM_001659463.2,XP_001659513.1	
AAEL008944	7159.Q16X87	AAEL008944-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=710:Pfam_CALM_bind(2|79)+IQ(432|454)+	5571311,AAEL008944,AAEL008944-PA,Centrosomal protein CEP110,Q16X87,Q16X87_AEDAE,XM_001653576.1,XP_001653626,XP_001653626.1,aag:5571311	aag:5571311
