"uniprot_id","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id","log10_fdr","term_wrapped"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009653","Anatomical structure morphogenesis",77,1549,0.35,0.83,1.56e-08,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.80687540164554,"Anatomical structure
morphogenesis"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030182","Neuron differentiation",51,824,0.44,0.92,5e-08,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.30102999566398,"Neuron differentiation"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030182","Neuron differentiation",51,824,0.44,0.92,5e-08,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.30102999566398,"Neuron differentiation"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030182","Neuron differentiation",51,824,0.44,0.92,5e-08,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.30102999566398,"Neuron differentiation"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030182","Neuron differentiation",51,824,0.44,0.92,5e-08,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.30102999566398,"Neuron differentiation"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030182","Neuron differentiation",51,824,0.44,0.92,5e-08,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.30102999566398,"Neuron differentiation"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0030182","Neuron differentiation",51,824,0.44,0.92,5e-08,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.30102999566398,"Neuron differentiation"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048519","Negative regulation of biological process",82,1788,0.31,0.75,1.25e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.90308998699194,"Negative regulation of
biological process"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048666","Neuron development",44,673,0.47,0.91,1.93e-07,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.71444269099223,"Neuron development"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048666","Neuron development",44,673,0.47,0.91,1.93e-07,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.71444269099223,"Neuron development"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048666","Neuron development",44,673,0.47,0.91,1.93e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.71444269099223,"Neuron development"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048666","Neuron development",44,673,0.47,0.91,1.93e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.71444269099223,"Neuron development"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048666","Neuron development",44,673,0.47,0.91,1.93e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.71444269099223,"Neuron development"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048666","Neuron development",44,673,0.47,0.91,1.93e-07,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.71444269099223,"Neuron development"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0065007","Biological regulation",191,5986,0.15,0.59,2.23e-07,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.65169513695184,"Biological regulation"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.43179827593301,"Regulation of cellular process"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Negative regulation of
cellular process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Negative regulation of
cellular process"
