species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q16YZ9,AAEL008372,"Sulfatase-1, sulf-1.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q16Z01,AAEL008371,AAEL008371-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,GTPase activator activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q16Z71,GPRDIH1,AAEL008292-PA; Belongs to the G-protein coupled receptor 2 family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Diuretic hormone receptor,NA,Receptor for the insect diurectic hormone. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase,adenylate cyclase-modulating G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway,diuretic hormone receptor activity; G protein-coupled peptide receptor activity; peptide hormone binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q16ZB6,AAEL008248,"Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Eukaryotic translation initiation factor 2A,NA,"Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner",regulation of translation,mRNA binding; ribosome binding; translation initiation factor activity; tRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q16ZN0,AAEL008149,AAEL008149-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,mitochondrial cytochrome c oxidase assembly,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q170D7,AAEL007959,AAEL007959-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5569850,NA,zinc ion transport,metal ion transmembrane transporter activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q170K4,AAEL007888,"Protein 4.1 homolog (Coracle protein), putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Moesin/ezrin/radixin homolog 1,NA,NA,actomyosin structure organization; animal organ morphogenesis; neuron differentiation,actin binding; structural molecule activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q170K8,AAEL007876,Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Tyrosine-protein kinase-like otk,NA,"Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons",cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q170K9,AAEL007890,AAEL007890-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell development,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q170V1,AAEL007791,AAEL007791-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q171J8,TOLL1A,Toll-like receptor; Belongs to the Toll-like receptor family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,TOLL1A,NA,toll-like receptor signaling pathway,signaling receptor activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q171N7,AAEL007569,AAEL007569-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,voltage-gated calcium channel activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q171Z5,AAEL007483,AAEL007483-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,chitin binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q172A6,AAEL007465,AAEL007465-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q172J0,AAEL007374,AAEL007374-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Protein yellow,NA,Controls the pigmentation pattern of the adult cuticle and larval mouth parts,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q172J7,AAEL007359,Guanylate cyclase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Guanylate cyclase,NA,NA,intracellular signal transduction; receptor guanylyl cyclase signaling pathway,adenylate cyclase activity; ATP binding; guanylate cyclase activity; peptide receptor activity; protein kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q172K9,AAEL007353,AAEL007353-PA; Belongs to the cullin family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Cullin-5,NA,NA,ubiquitin-dependent protein catabolic process,ubiquitin protein ligase binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q172L3,AAEL007331,AAEL007331-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q173U8,AAEL007019,Phosphate transporter; Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport. Belongs to the inorganic phosphate transporter (PiT) (TC 2.A.20) family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Phosphate transporter,5568659,Sodium-phosphate symporter,phosphate ion transmembrane transport,phosphate transmembrane transporter activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174C4,AAEL006939,AAEL006939-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Protein Smaug,NA,NA,nuclear-transcribed mRNA poly(A) tail shortening; regulation of DNA-templated transcription,mRNA binding; translation repressor activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174H3,AAEL006884,AAEL006884-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Regulatory protein zeste,5568483,"Involved in transvection phenomena (= synapsis-dependent gene expression), where the synaptic pairing of chromosomes carrying genes with which zeste interacts influences the expression of these genes. Zeste binds to DNA and stimulates transcription from a nearby promoter",NA,DNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174K3,AAEL006876,AAEL006876-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5568453,NA,mRNA transport; regulation of translation,RNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174R8,AAEL006813,AAEL006813-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174R9,AAEL006803,AAEL006803-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174S1,AAEL006783,"Histone-lysine N-methyltransferase, H3 lysine-79 specific.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",NA,Histone methyltransferase that specifically trimethylates histone H3 to form H3K79me3. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histone,DNA damage checkpoint signaling; DNA repair; methylation,histone H3K79 trimethyltransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q174W8,GPRFZ2,AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRFZ2,NA,canonical Wnt signaling pathway; non-canonical Wnt signaling pathway,Wnt receptor activity; Wnt-protein binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q175B9,AAEL006710,Nucleolysin tia-1.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,RNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q175T8,AAEL006565,AAEL006565-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of actin filament polymerization,small GTPase binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q175T9,AAEL006554,AAEL006554-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of actin filament polymerization,small GTPase binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q176B9,AAEL006447,GATA transcription factor (GATAb).,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell fate commitment; negative regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q176R2,PIWI7,AAEL006287-PA; Belongs to the argonaute family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,PIWI7,NA,piRNA processing; regulatory ncRNA-mediated post-transcriptional gene silencing,RNA binding; RNA endonuclease activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q176W7,AAEL006234,Hexosyltransferase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Hexosyltransferase,5567645,NA,protein O-linked glycosylation,hexosyltransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q176Y4,AAEL006219,Heparan sulphate 2-o-sulfotransferase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,sulfotransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q177A9,AAEL006189,AAEL006189-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5567614,NA,fatty acid metabolic process,fatty-acyl-CoA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q177R3,AAEL006057,AAEL006057-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q178E9,AAEL005937,AAEL005937-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,ABC-type transporter activity; ATP binding; ATP hydrolysis activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q178K1,HR4,Hormone receptor-like in 4.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,hr4,NA,NA,DNA-binding transcription factor activity; sequence-specific DNA binding; zinc ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q178N5,AAEL005832,AAEL005832-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Programmed cell death protein 4,NA,NA,negative regulation of DNA-templated transcription,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q178U8,AAEL005766,Fructose-bisphosphate aldolase; Belongs to the class I fructose-bisphosphate aldolase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Fructose-bisphosphate aldolase,5567031,NA,glycolytic process,fructose-bisphosphate aldolase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q178X8,AAEL005741,Forkhead protein/ forkhead protein domain.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Forkhead box protein L2,NA,NA,anatomical structure morphogenesis; cell differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q179A9,AAEL005679,AAEL005679-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,intracellular signal transduction,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q179E9,AAEL005655,AAEL005655-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,early endosome to Golgi transport,phosphatidylinositol binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q179N7,AAEL005581,Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Transporter,NA,NA,amino acid transport,metal ion binding; serotonin binding; serotonin:sodium:chloride symporter activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q179X5,AAEL005463,AAEL005463-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of long-term synaptic potentiation; regulation of presynaptic cytosolic calcium ion concentration,calcium ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q179Z3,AAEL005448,AAEL005448-PA; Belongs to the protein kinase superfamily. Tyr protein kinase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell surface receptor protein tyrosine kinase signaling pathway,ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17AC7,AAEL005315,AAEL005315-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17AG5,AAEL005302,"Beta-1,4-galactosyltransferase.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,"Beta-1,4-N-acetylgalactosaminyltransferase",NA,Catalyzes the transfer of galactose onto proteins or lipids,carbohydrate metabolic process; glycosphingolipid biosynthetic process; protein glycosylation,galactosyltransferase activity; metal ion binding; N-acetyl-beta-glucosaminyl-derivative 4-beta-N-acetylgalactosaminyltransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17AJ3,AAEL005281,AAEL005281-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Ima1 N-terminal domain-containing protein,5566213,NA,nuclear migration along microtubule,actin filament binding; lamin binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17AX2,AAEL005160,Sulphate transporter.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,transmembrane transport,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17BE2,AAEL004974,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase; Belongs to the glycosyltransferase 43 family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase,5565758,NA,carbohydrate metabolic process; chondroitin sulfate proteoglycan biosynthetic process; protein glycosylation,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity; metal ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17BN5,AAEL004900,AAEL004900-PA; Belongs to the FPP/GGPP synthase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5565667,NA,isoprenoid biosynthetic process; pheromone biosynthetic process,prenyltransferase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17BY7,AAEL004737,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17C29,AAEL004715,AAEL004715-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Anti-proliferative protein domain-containing protein,5565301,NA,negative regulation of cell population proliferation,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17C39,AAEL004717,AAEL004717-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axon guidance,cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17C93,AAEL004651,Multiple ankyrin repeats single kh domain protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,innate immune response,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17CG1,AAEL004549,AAEL004549-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neurotransmitter secretion,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17CM5,AAEL004525,AAEL004525-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17CP4,AAEL004478,AAEL004478-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17CP5,AAEL004463,AAEL004463-PA; Belongs to the two pore domain potassium channel (TC 1.A.1.8) family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,stabilization of membrane potential,outward rectifier potassium channel activity; potassium ion leak channel activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17D24,AAEL004351,AAEL004351-PC; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,Wnt signaling pathway,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17DB6,AAEL004255,Zinc finger protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell fate commitment,"DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding"
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17DL2,AAEL004133,AAEL004133-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17E15,AAEL003979,"Deadenylation factor EDEN-BP, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17E44,AAEL003953,"Map/microtubule affinity-regulating kinase 2,4.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,MAP/microtubule affinity-regulating kinase 3,NA,"Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1",intracellular signal transduction; microtubule cytoskeleton organization,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17EB3,AAEL003861,AAEL003861-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5578717,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17EP1,AAEL003733,AAEL003733-PA; Belongs to the peptidase C19 family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,ubiquitinyl hydrolase 1,NA,NA,"DNA damage response, signal transduction by p53 class mediator; protein deubiquitination; proteolysis; regulation of autophagy",cysteine-type deubiquitinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17ET2,AAEL003688,AAEL003688-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17EZ8,AAEL003619,Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Transporter,NA,"Unusual broad substrate spectrum amino acid:sodium cotransporter that promotes absorption of the D isomers of essential amino acids. Neutral amino acids are the preferred substrates, especially methionine and phenylalanine",amino acid import across plasma membrane,amino acid:sodium symporter activity; L-amino acid transmembrane transporter activity; metal ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17F07,AAEL003609,AAEL003609-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,aae-mir-34-5p,GO:0009987,Cellular process,261,9342,0.1,0.52,1.32e-06,Q17F08,AAEL003592,AAEL003592-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
