"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GHS1","RP20_CCG010133","Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GHU5","RP20_CCG010182","ADH_zinc_N domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GHU9","RP20_CCG010187","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GIH4","RP20_CCG010481","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GIN2","RP20_CCG010567","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GIS9","RP20_CCG010630","Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family.","Mitochondrial thiamine pyrophosphate carrier","Mitochondrial transporter mediating uptake of thiamine diphosphate into mitochondria. It is not clear if the antiporter activity is affected by the membrane potential or by the proton electrochemical gradient",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GIZ3","RP20_CCG010717","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GJ49","RP20_CCG010799","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GJ96","RP20_CCG010898","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GJD7","RP20_CCG010956","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GJV0","RP20_CCG011190","Uncharacterized protein; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GK16","RP20_CCG011270","CPSF_A domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GK33","RP20_CCG011302","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GKJ0","RP20_CCG011501","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GKK8","RP20_CCG011530","CNDH2_C domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GKQ4","RP20_CCG011598","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GKR1","RP20_CCG011607","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GL31","RP20_CCG011766","SECA_MOTOR_DEAD domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GL33","RP20_CCG011773","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GLB9","RP20_CCG011899","KH domain-containing protein.","K Homology domain-containing protein",NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GLF1","RP20_CCG011959","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GLI1","RP20_CCG012000","UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GLJ0","RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GLV4","RP20_CCG012161","TPR_REGION domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GM05","RP20_CCG012242","BHLH domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GM34","RP20_CCG012281","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GM48","RP20_CCG012306","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMC1","RP20_CCG012416","Coatomer subunit gamma; The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin- coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMD7","RP20_CCG012454","RRM domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMK4","RP20_CCG012545","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMR2","RP20_CCG012611","ATG16 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMS9","RP20_CCG012629","Lipid_DES domain-containing protein; Belongs to the fatty acid desaturase type 1 family. DEGS subfamily.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMV3","RP20_CCG012680","SAP130_C domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMX8","RP20_CCG012708","Retrotrans_gag domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GMZ4","RP20_CCG012728","Exonuclease domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GN25","RP20_CCG012769","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GNT2","RP20_CCG013108","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GNU5","RP20_CCG013127","PA2c domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GNU8","RP20_CCG013130","Protein YIPF.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GNX0","RP20_CCG013157","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GP12","RP20_CCG013219","Methionine aminopeptidase; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GP53","RP20_CCG013278","NR LBD domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GPF1","RP20_CCG013415","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GPM1","RP20_CCG013505","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GPN4","RP20_CCG013528","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GPS6","RP20_CCG013576","RNase H domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GPU8","RP20_CCG013614","ANK_REP_REGION domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GQ91","RP20_CCG013827","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GQU6","RP20_CCG014126","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GR14","RP20_CCG014223","BZIP domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GR75","RP20_CCG014290","Nibrin.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GR85","RP20_CCG014302","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GRH9","RP20_CCG014445","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GRS0","RP20_CCG014597","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GS49","RP20_CCG014779","RBR-type E3 ubiquitin transferase.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GSS4","RP20_CCG015087","Protein transport protein SEC23; Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules; Belongs to the SEC23/SEC24 family. SEC23 subfamily.","Protein transport protein SEC23","Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules",NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GT83","RP20_CCG015350","Reverse transcriptase domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTH0","RP20_CCG015467","Polypeptide N-acetylgalactosaminyltransferase.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTM1","RP20_CCG015560","Uncharacterized protein; Belongs to the nucleosome assembly protein (NAP) family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTM7","RP20_CCG015568","Cystathionine beta-synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTN3","RP20_CCG015580","Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTN5","RP20_CCG015582","CRAL-TRIO domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTQ3","RP20_CCG015609","SANT domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GTR5","RP20_CCG015621","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GU89","RP20_CCG015869","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUI2","RP20_CCG015997","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUJ6","RP20_CCG016021","Uncharacterized protein; Belongs to the CDC50/LEM3 family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUP1","RP20_CCG009340","GB1/RHD3-type G domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUQ1","RP20_CCG016099","Spastin; ATP-dependent microtubule severing protein. Microtubule severing may promote reorganization of cellular microtubule arrays and the release of microtubules from the microtubule organizing center following nucleation; Belongs to the AAA ATPase family. Spastin subfamily.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUV3","RP20_CCG016160","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUV4","RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GUX7","RP20_CCG016191","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GV08","RP20_CCG016231","DUF4149 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GV15","RP20_CCG016238","Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GV54","RP20_CCG016301","HMG box domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GVG0","RP20_CCG016448","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GVG6","RP20_CCG016454","Arf-GAP domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GVH7","RP20_CCG016471","BAH domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GVN2","RP20_CCG016583","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GWS6","RP20_CCG017225","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GX42","RP20_CCG017400","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GXI3","RP20_CCG017609","Histone-lysine N-methyltransferase.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GXI4","RP20_CCG017612","Plug_translocon domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GXK9","RP20_CCG017656","FAM193_C domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GXQ2","RP20_CCG000426","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GY18","RP20_CCG017904","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GY39","RP20_CCG017953","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GYJ6","RP20_CCG018204","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GYP6","RP20_CCG018278","BTB domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GYQ8","RP20_CCG018290","Malic enzyme.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GZ11","RP20_CCG018421","BTB domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
