"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q0IF14","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007415","Multicopper oxidase; Belongs to the multicopper oxidase family.",NA,NA,"iron ion transport","copper ion binding; oxidoreductase activity","Belongs to the multicopper oxidase family","Lac2","Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFC5","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL005895","AAEL005895-PA.",NA,NA,"axonogenesis; central nervous system development","heparin binding; transition metal ion binding","beta-amyloid precursor protein C-terminus","APLP2","APP_Cu_bd,APP_E2,APP_N,APP_amyloid,Beta-APP,Kunitz_BPTI","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16EE7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL015235","AAEL015235-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.",NA,NA,"positive regulation of cell junction assembly; positive regulation of cell-cell adhesion mediated by cadherin; positive regulation of endocytosis; protein kinase C signaling; protein localization to plasma membrane; regulation of receptor internalization","protease binding","Flotillin","FLOT1","Band_7,Flot","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16EP6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL015071","AAEL015071-PA.",NA,NA,NA,"sweet taste receptor activity","Gustatory receptor",NA,"Trehalose_recp","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16F21","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014927","Sodium/chloride dependent transporter.",NA,NA,NA,"glycine:sodium symporter activity; metal ion binding","Sodium chloride dependent transporter",NA,"SNF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16FK4","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014730","AAEL014730-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16FV7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014620","AAEL014620-PA.",NA,NA,NA,NA,"Resistance to inhibitors of cholinesterase homologue 3",NA,"RIC3","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16GL8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16GV0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014258","AAEL014258-PA.",NA,NA,NA,"monocarboxylic acid transmembrane transporter activity","Monocarboxylate transporter",NA,"MFS_1","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16GZ8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014207","Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.",NA,NA,NA,"transmembrane transporter activity","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",NA,"Sugar_tr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16H88","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL014109","AAEL014109-PA.",NA,NA,NA,"monocarboxylic acid transmembrane transporter activity","Monocarboxylate transporter",NA,"MFS_1","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HK0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL013997","AAEL013997-PA.",NA,NA,"signal transduction",NA,"Guanine nucleotide-binding protein","GNB4","WD40","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IG3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL013684","AAEL013684-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IW8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL013529","AAEL013529-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16J72","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"GPROR76","Odorant receptor.","Odorant receptor",NA,"signal transduction","odorant binding; olfactory receptor activity","Odorant receptor",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JU1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL013216","AAEL013216-PA.",NA,NA,NA,NA,"Domain of unknown function (DUF4802)",NA,"DUF4802","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KH2","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012988","Guanylate cyclase.","Guanylate cyclase",NA,"intracellular signal transduction; receptor guanylyl cyclase signaling pathway","adenylate cyclase activity; ATP binding; guanylate cyclase activity; peptide receptor activity; protein tyrosine kinase activity","Retinal guanylate cyclase","GUCY2D","ANF_receptor,Guanylate_cyc,HNOBA,Pkinase_Tyr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KP5","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"GPRALS3","GPCR Galanin/Allatostatin Family; Belongs to the G-protein coupled receptor 1 family.",NA,NA,NA,"peptide binding; somatostatin receptor activity","Belongs to the G-protein coupled receptor 1 family","SSTR5","7tm_1","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16L21","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"GPRGHP3","AAEL012796-PA; Belongs to the G-protein coupled receptor 1 family.",NA,NA,NA,"neuromedin U receptor activity","Belongs to the G-protein coupled receptor 1 family","NMUR1","7tm_1","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LG8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012655","Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.","Facilitated trehalose transporter Tret1","High-capacity facilitative transporter for trehalose. Does not transport maltose, sucrose or lactose. Mediates the bidirectional transfer of trehalose. Responsible for the transport of trehalose synthesized in the fat body and the incorporation of trehalose into other tissues that require a carbon source, thereby regulating trehalose levels in the hemolymph",NA,"trehalose transmembrane transporter activity","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",NA,"Sugar_tr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LQ3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012561","Prominin (prom) protein.",NA,NA,NA,NA,"Prominin","PROM1","Prominin","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LS6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012541","AAEL012541-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LX7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012493","AAEL012493-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MJ6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012288","Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.",NA,NA,NA,"transmembrane transporter activity","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",NA,"Sugar_tr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MK6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ML9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012256","AAEL012256-PA.",NA,NA,NA,NA,"Lung seven transmembrane receptor","GPR107","Lung_7-TM_R","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MM0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012257","AAEL012257-PA.",NA,NA,NA,NA,"Lung seven transmembrane receptor","GPR107","Lung_7-TM_R","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MX5","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012155","AAEL012155-PA.",NA,NA,NA,NA,"Lung seven transmembrane receptor","GPR107","Lung_7-TM_R","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation; spermatogenesis","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N99","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL012046","AAEL012046-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.",NA,NA,"positive regulation of cell junction assembly; positive regulation of cell-cell adhesion mediated by cadherin; positive regulation of endocytosis; protein kinase C signaling; protein localization to plasma membrane; regulation of receptor internalization","protease binding","Flotillin","FLOT1","Band_7,Flot","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NP6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011910","AAEL011910-PA.",NA,NA,NA,NA,"Ankyrin repeats (many copies)",NA,"Ank,Ank_2,Ank_4","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16P14","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011800","Protein tweety homolog; Probable chloride channel.","Protein tweety homolog","Probable chloride channel",NA,"intracellularly calcium-gated chloride channel activity; volume-sensitive chloride channel activity","Tweety",NA,"Tweety","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16P38","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011773","AAEL011773-PA.","Calreticulin",NA,"ERAD pathway; protein folding","calcium ion binding; carbohydrate binding; unfolded protein binding","Calreticulin","CALR","Calreticulin","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011565","AAEL011565-PA.",NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16QH9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011281","AAEL011281-PA.",NA,NA,NA,"metal ion binding; oxidoreductase activity","Cytochrome b-561 / ferric reductase transmembrane domain.","CYBRD1","Cytochrom_B561","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16QS7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011185","AAEL011185-PA.",NA,NA,NA,NA,"metalloendopeptidase activity. It is involved in the biological process described with proteolysis",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16QU1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"GPRgr11","AAEL011174-PA.",NA,NA,NA,"sweet taste receptor activity","Gustatory receptor",NA,"Trehalose_recp","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R23","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL011105","AAEL011105-PB.",NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RK1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010941","Protein tweety homolog; Probable chloride channel; Belongs to the tweety family.","Protein tweety homolog","Probable chloride channel",NA,"intracellularly calcium-gated chloride channel activity; volume-sensitive chloride channel activity","chloride channel","TTYH2","Tweety","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RP7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010883","AAEL010883-PA.",NA,NA,NA,"glycine:sodium symporter activity; metal ion binding","Sodium chloride dependent transporter",NA,"SNF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RY8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010783","AAEL010783-PA.",NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium potassium-dependent ATPase beta-2 subunit","ATP1B1","Na_K-ATPase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16S36","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010716","AAEL010716-PA.","Translocon Sec61/SecY plug domain-containing protein",NA,"protein transport",NA,"Plug domain of Sec61p","Sec61alpha","Plug_translocon,SecY","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SB0","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010643","AAEL010643-PA.",NA,NA,NA,NA,"P21-Rho-binding domain","PAK3","PBD,Pkinase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SI7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010584","Vesicular mannose-binding lectin.",NA,NA,"endoplasmic reticulum to Golgi vesicle-mediated transport","D-mannose binding; metal ion binding","Legume-like lectin family","LMAN2","Lectin_leg-like","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SL7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010555","AAEL010555-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Sterol regulatory element-binding","SREBF2","HLH","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TV9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010106","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport; dopamine uptake involved in synaptic transmission; norepinephrine transport","dopamine:sodium symporter activity; metal ion binding","transporter","DAT","SNF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TX6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL010093","AAEL010093-PA.",NA,NA,NA,NA,"Domain of unknown function (DUF4802)",NA,"DUF4802","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UK9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009869","AAEL009869-PA.",NA,NA,"endocytosis","calcium ion binding","Low-density lipoprotein receptor domain class A",NA,"EGF_CA,FXa_inhibition,Ldl_recept_a,Ldl_recept_b,cEGF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UU9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009786","AAEL009786-PA.",NA,NA,NA,"zinc ion binding","Zinc-finger associated domain (zf-AD)",NA,"zf-AD","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VR4","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009467","AAEL009467-PA.","Coactosin-like protein","Binds to F-actin in a calcium-independent manner. Has no direct effect on actin depolymerization. Acts as a chaperone for ALOX5 (5LO), influencing both its stability and activity in leukotrienes synthesis","regulation of actin filament polymerization","actin filament binding","Cofilin/tropomyosin-type actin-binding protein","COTL1","Cofilin_ADF","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W03","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009377","AAEL009377-PA.","small monomeric GTPase",NA,"epidermis development; Rap protein signal transduction","GTP binding; GTPase activity","Ras subfamily of RAS small GTPases","RAP1A","Ras","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WA7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","Syntaxin","STX1A","SNARE,Syntaxin","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WF1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009240","AAEL009240-PA.","Carboxylesterase type B domain-containing protein",NA,NA,"hydrolase activity","alpha/beta hydrolase fold","Nrt","COesterase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WU6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL009092","AAEL009092-PA.",NA,NA,"ceramide biosynthetic process","DNA binding; sphingosine N-acyltransferase activity","TRAM, LAG1 and CLN8 homology domains.","CERS5","Homeobox,TRAM_LAG1_CLN8","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XA3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL008948","AAEL008948-PA.",NA,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups","Conserved hypothetical protein",NA,"Acyl_transf_3","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XQ1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL008816","Vesicular monoamine transporter, putative.",NA,NA,"aminergic neurotransmitter loading into synaptic vesicle","serotonin:sodium:chloride symporter activity","vesicular monoamine","SLC18A1","MFS_1","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL008773","AAEL008773-PA.","Laminin A chain",NA,"animal organ morphogenesis; axon development; basement membrane organization; cell migration; respiratory system development; response to stress; substrate adhesion-dependent cell spreading; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Y37","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"CTL12","AAEL008681-PA.",NA,NA,NA,NA,"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)",NA,"Lectin_C","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YP6","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL008470","AAEL008470-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL008371","AAEL008371-PA.",NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z71","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"GPRDIH1","AAEL008292-PA; Belongs to the G-protein coupled receptor 2 family.","Diuretic hormone receptor","Receptor for the insect diurectic hormone. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase","adenylate cyclase-modulating G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway","diuretic hormone receptor activity; G protein-coupled peptide receptor activity; peptide hormone binding","7 transmembrane receptor (Secretin family)","CRHR2","7tm_2,HRM","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170D7","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007959","AAEL007959-PA.",NA,NA,"zinc ion transport","metal ion transmembrane transporter activity","ZIP Zinc transporter","SLC39A9","Zip","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K4","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007888","Protein 4.1 homolog (Coracle protein), putative.","Moesin/ezrin/radixin homolog 1",NA,"actomyosin structure organization; animal organ morphogenesis; neuron differentiation","actin binding; structural molecule activity","4.1 protein C-terminal domain (CTD)","EPB41L2","4_1_CTD,FA,FERM_C,FERM_M,FERM_N,SAB","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007890","AAEL007890-PA.",NA,NA,"cell development",NA,"Immunoglobulin C-2 Type",NA,"Ig_3","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170V1","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"AAEL007791","AAEL007791-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171J8","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171K9","Aedes aegypti","GO:0016020","Membrane",138,3921,0.14,0.41,0.0014,"TOLL5A","AAEL007619-PA.",NA,NA,"signal transduction","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
