"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"A0A182GUP1"," RP20_CCG009340","AALF009340",NA,"protein_coding","Aedes albopictus","JXUM01S002034",0.054015,"atlastin [Source:Projected from Aedes aegypti lvpagwg (AAEL003109) VB Community Annotation]",39.54,1,28808,1644,1644,NA,NA,7
"A0A023EKN1"," CCG006404.1","AALF006404",NA,"protein_coding","Aedes albopictus","JXUM01S001574",0.054059,"",41.37,1,55068,2556,4735,75,2104,9
"A0A182HAW0"," RP20_CCG025542","AALF025542",NA,"protein_coding","Aedes albopictus","JXUM01S006622",0.054367,"",46.68,1,1716,978,1716,579,159,1
"A0A023EK43"," RP20_CCG011742","AALF011742",NA,"protein_coding","Aedes albopictus","JXUM01S002542",0.054428,"Ferritin [Source:UniProtKB/TrEMBL;Acc:A0A023EK43]",51.09,1,1233,672,1003,253,78,3
"A0A023EYA0"," RP20_CCG015239","AALF015239",NA,"protein_coding","Aedes albopictus","JXUM01S003436",0.05468,"leucine-rich transmembrane protein [Source:Projected from Aedes aegypti lvpagwg (AAEL005734) VB Community Annotation]",39.34,1,68213,4341,36205,30036,1828,5
"A0A182HDN9"," RP20_CCG027349","AALF027349",NA,"protein_coding","Aedes albopictus","JXUM01S000930",0.054937,"short-chain dehydrogenase [Source:Projected from Aedes aegypti (AAEL003959) VB Community Annotation]",44.08,1,17352,969,1715,25,721,6
"A0A182HEN7"," CCG028035.1","AALF028035",NA,"protein_coding","Aedes albopictus","JXUM01S007717",0.055083,"",38.55,1,12432,828,1852,76,948,3
"A0A182H5Q9"," RP20_CCG022282","AALF022282",NA,"protein_coding","Aedes albopictus","JXUM01S000664",0.055824,"",46.93,1,11625,1176,2877,395,1306,6
"A0A182GZN0"," CCG018789.1","AALF018789",NA,"protein_coding","Aedes albopictus","JXUM01S004429",0.055961,"",45.51,1,12978,1203,2630,90,1337,4
"A0A182GQT6"," RP20_CCG014114","AALF014114",NA,"protein_coding","Aedes albopictus","JXUM01S003136",0.056031,"",38.57,1,13914,879,13674,11031,1764,3
"A0A182H207"," CCG020152.1","AALF020152",NA,"protein_coding","Aedes albopictus","JXUM01S000566",0.056476,"",50.4,1,873,771,873,4,98,1
"A0A182HD84"," CCG027041.1","AALF027041",NA,"protein_coding","Aedes albopictus","JXUM01S007304",0.056637,"",45.82,1,4419,252,4419,363,3804,1
"A0A023EJ77"," CCG002936.1","AALF002936",NA,"protein_coding","Aedes albopictus","JXUM01S001239",0.056732,"",43.43,1,845,591,712,74,47,3
"A0A182HEP5"," RP20_CCG028043","AALF028043",NA,"protein_coding","Aedes albopictus","JXUM01S007722",0.057145,"",50.7,1,2799,1407,2799,301,1091,1
"A0A182GBY9"," CCG007218.1","AALF007218",NA,"protein_coding","Aedes albopictus","JXUM01S001683",0.057185,"",49.6,1,1004,600,1004,24,380,1
"A0A023EVK7"," RP20_CCG016583","AALF016583",NA,"protein_coding","Aedes albopictus","JXUM01S003814",0.059287,"rest corepressor (corest) protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001126) VB Community Annotation]",38.87,1,52554,2004,20353,17203,1146,10
"A0A182H8R1"," RP20_CCG024223","AALF024223",NA,"protein_coding","Aedes albopictus","JXUM01S000754",0.059533,"",46.69,1,1285,189,1285,640,456,1
"A0A182HA79"," RP20_CCG025159","AALF025159",NA,"protein_coding","Aedes albopictus","JXUM01S006478",0.0596,"",38.34,1,16528,6471,11110,701,3938,9
"A0A182HC78"," CCG026402.1","AALF026402",NA,"protein_coding","Aedes albopictus","JXUM01S007000",0.059694,"",38.02,1,15107,1074,1488,184,230,3
"A0A182HC61"," CCG026368.1","AALF026368",NA,"protein_coding","Aedes albopictus","JXUM01S006986",0.059786,"",42.89,1,13493,2232,2636,227,177,5
"A0A182G4S8"," CCG002937.1","AALF002937",NA,"protein_coding","Aedes albopictus","JXUM01S001239",0.059824,"Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]",44.19,1,7638,2286,4964,286,2392,2
"A0A182GT83"," RP20_CCG015350","AALF015350",NA,"protein_coding","Aedes albopictus","JXUM01S003485",0.060198,"",48.36,1,1888,1047,1888,91,750,1
"A0A023EVH8"," CCG013313.2","AALF013313",NA,"protein_coding","Aedes albopictus","JXUM01S002932",0.060271,"",39.03,1,14130,882,882,NA,NA,6
"A0A023ET39"," RP20_CCG008947","AALF008947",NA,"protein_coding","Aedes albopictus","JXUM01S000014",0.060814,"heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti lvpagwg (AAEL010467) VB Community Annotation]",40.44,1,19840,1104,8530,267,7159,4
"A0A023EWE1"," RP20_CCG015609","AALF015609",NA,"protein_coding","Aedes albopictus","JXUM01S003556",0.060911,"",41.73,1,53436,5652,8919,113,3154,9
"A0A023ET57"," RP20_CCG002156.2","AALF002156",NA,"protein_coding","Aedes albopictus","JXUM01S001164",0.061593,"protein tyrosine phosphatase, non-receptor type nt1 [Source:Projected from Aedes aegypti (AAEL001919) VB Community Annotation]",37.95,1,55750,1842,3698,728,1128,7
"A0A182HAA6"," CCG025203.1","AALF025203",NA,"protein_coding","Aedes albopictus","JXUM01S006490",0.062762,"",48.85,1,2174,1611,2106,91,404,2
"A0A182GDB5"," CCG007967.1","AALF007967",NA,"protein_coding","Aedes albopictus","JXUM01S001779",0.06281,"",44.68,1,11167,3738,6761,113,2910,3
"A0A182H2X0"," CCG020595.1","AALF020595",NA,"protein_coding","Aedes albopictus","JXUM01S004979",0.063104,"",42.21,1,2921,1362,2921,246,1313,1
"A0A182HC20"," RP20_CCG026289","AALF026289",NA,"protein_coding","Aedes albopictus","JXUM01S000882",0.063235,"",46.89,1,3421,1968,2795,58,769,3
"A0A182H245"," RP20_CCG020202","AALF020202",NA,"protein_coding","Aedes albopictus","JXUM01S004805",0.064268,"",48.9,1,2495,933,2495,338,1224,1
"A0A182GKJ0"," CCG011501.1","AALF011501",NA,"protein_coding","Aedes albopictus","JXUM01S002487",0.064281,"",44.5,1,3737,2007,3310,157,1146,3
"A0A182H8W0"," RP20_CCG024306","AALF024306",NA,"protein_coding","Aedes albopictus","JXUM01S006191",0.06449,"",42.99,1,20885,1011,2742,458,1273,3
"A0A023EV49"," RP20_CCG027730","AALF027730",NA,"protein_coding","Aedes albopictus","JXUM01S075100",0.064774,"",44.41,1,4938,2067,4527,791,1669,2
"A0A1W7R6A7"," CCG015370.1","AALF015370",NA,"protein_coding","Aedes albopictus","JXUM01S000387",0.065219,"",38.39,1,4301,846,1412,15,551,2
"A0A023ESW0"," RP20_CCG025049","AALF025049",NA,"protein_coding","Aedes albopictus","JXUM01S006453",0.065342,"",41.59,1,18030,1434,14639,12607,598,5
"A0A182GQU7"," CCG014130.1","AALF014130",NA,"protein_coding","Aedes albopictus","JXUM01S003141",0.065423,"",46.71,1,1944,1059,1944,174,711,1
"A0A182GLF1"," CCG011959.1","AALF011959",109400750,"protein_coding","Aedes albopictus","JXUM01S002598",0.066498,"",41.22,1,16997,1341,2319,757,221,6
"A0A182G6F5"," CCG003978.1","AALF003978",NA,"protein_coding","Aedes albopictus","JXUM01S001321",0.066693,"",36.47,1,17627,411,17534,229,16894,2
"A0A023EK43"," RP20_CCG011744","AALF011744",NA,"protein_coding","Aedes albopictus","JXUM01S002542",0.067041,"Ferritin [Source:UniProtKB/TrEMBL;Acc:A0A023EK43]",50.58,1,1370,672,1137,253,212,3
"A0A182GRG7"," RP20_CCG014429","AALF014429",NA,"protein_coding","Aedes albopictus","JXUM01S003213",0.067603,"",49.41,1,2113,183,2113,1026,904,1
"A0A182GIH4"," CCG010481.1","AALF010481",NA,"protein_coding","Aedes albopictus","JXUM01S002282",0.067731,"",44.14,1,2653,558,2520,1848,114,3
"A0A023EP17"," RP20_CCG019399.2","AALF019399",109403455,"protein_coding","Aedes albopictus","JXUM01S004582",0.068339,"",35.93,1,8393,1104,1399,205,90,5
"A0A182H0Y8"," RP20_CCG019499.2","AALF019499",NA,"protein_coding","Aedes albopictus","JXUM01S004606",0.068438,"",40.41,1,44807,3567,4642,387,688,6
"A0A182GHM7"," CCG010047.1","AALF010047",NA,"protein_coding","Aedes albopictus","JXUM01S002181",0.068476,"",44.83,1,1131,159,1131,136,836,1
"A0A182GM81"," RP20_CCG012359","AALF012359",NA,"protein_coding","Aedes albopictus","JXUM01S002713",0.068632,"",47.8,1,546,243,546,45,258,1
"A0A023EQL7"," RP20_CCG002230.2","AALF002230",NA,"protein_coding","Aedes albopictus","JXUM01S001171",0.06971,"",41.89,1,54541,3873,4194,33,288,12
"A0A182GM87"," CCG012365.1","AALF012365",NA,"protein_coding","Aedes albopictus","JXUM01S000296",0.069817,"",48.68,1,6079,2724,6079,1323,2032,1
"A0A182G9H4"," RP20_CCG005748","AALF005748",NA,"protein_coding","Aedes albopictus","JXUM01S001499",0.071042,"",41.37,1,672,171,601,240,190,2
"A0A182HB08"," CCG026144.1","AALF026144",NA,"protein_coding","Aedes albopictus","JXUM01S006877",0.07142,"",53.26,1,475,330,475,51,94,1
"A0A023ESM2"," CCG022696.1","AALF022696",NA,"protein_coding","Aedes albopictus","JXUM01S000675",0.07304,"",45.11,1,8757,1527,3007,1120,360,2
"A0A182H6P5"," CCG022841.1","AALF022841",NA,"protein_coding","Aedes albopictus","JXUM01S005703",0.073075,"",38.99,1,19339,879,19137,5066,13192,4
"A0A023EP12"," CCG003235.1","AALF003235",NA,"protein_coding","Aedes albopictus","JXUM01S001246",0.074173,"syntaxin [Source:Projected from Aedes aegypti (AAEL004168) VB Community Annotation]",40.66,1,26678,666,17292,15573,1053,3
"A0A023EJP8"," CCG023668.1","AALF023668",109417765,"protein_coding","Aedes albopictus","JXUM01S000723",0.075531,"ER lumen protein-retaining receptor [Source:UniProtKB/TrEMBL;Acc:A0A023EJP8]",41.18,1,3587,639,3587,231,2717,1
"A0A023EG21"," CCG006556.1","AALF006556",NA,"protein_coding","Aedes albopictus","JXUM01S000169",0.075685,"",44.1,1,31024,2001,12684,116,10567,2
"A0A182GN25"," CCG012769.2","AALF012769",NA,"protein_coding","Aedes albopictus","JXUM01S000302",0.076376,"aldehyde oxidase [Source:Projected from Aedes aegypti (AAEL010384) VB Community Annotation]",43.37,1,5661,3798,5304,104,1402,7
"A0A182GKN9"," CCG011564.1","AALF011564",NA,"protein_coding","Aedes albopictus","JXUM01S002549",0.077106,"",38.91,1,54234,939,11125,184,10002,6
"A0A182H4M0"," CCG021601.1","AALF021601",NA,"protein_coding","Aedes albopictus","JXUM01S005260",0.077639,"",46.74,1,1335,1053,1335,16,266,1
"A0A023EWM1"," RP20_CCG025211","AALF025211",NA,"protein_coding","Aedes albopictus","JXUM01S006516",0.077973,"",50.1,1,1447,444,1447,407,596,1
"A0A023EQW0"," CCG007886.1","AALF007886",NA,"protein_coding","Aedes albopictus","JXUM01S001771",0.078224,"protein cactus (TOLL pathway signalling)",44.7,1,25660,1182,3086,914,990,5
"A0A182H4L0"," RP20_CCG021586","AALF021586",NA,"protein_coding","Aedes albopictus","JXUM01S000625",0.078319,"epoxide hydrolase [Source:Projected from Aedes aegypti lvpagwg (AAEL000438) VB Community Annotation]",44.64,1,14216,1263,1811,444,104,5
"A0A182GWK6"," CCG017118.1","AALF017118",NA,"protein_coding","Aedes albopictus","JXUM01S003959",0.078766,"",46.37,1,1018,738,1018,21,259,1
"A0A182GEV4"," RP20_CCG008706","AALF008706",NA,"protein_coding","Aedes albopictus","JXUM01S001912",0.078782,"",44.13,1,1824,708,1470,219,543,4
"A0A182GL59"," RP20_CCG011816","AALF011816",NA,"protein_coding","Aedes albopictus","JXUM01S002564",0.079397,"",48.84,1,1947,987,1947,269,691,1
"A0A182H2B4"," CCG020309.1","AALF020309",NA,"protein_coding","Aedes albopictus","JXUM01S004832",0.080141,"",53.25,1,2509,846,2509,1030,633,1
"A0A182GWS6"," CCG017225.1","AALF017225",NA,"protein_coding","Aedes albopictus","JXUM01S004001",0.080401,"",46.28,1,1735,1236,1589,136,217,3
"A0A023EFX5"," CCG014727.1","AALF014727",NA,"protein_coding","Aedes albopictus","JXUM01S003288",0.08068,"",40.68,1,14482,408,14381,229,13744,2
"A0A182GII8"," CCG010498.2","AALF010498",NA,"protein_coding","Aedes albopictus","JXUM01S000255",0.082093,"",44.06,1,1398,654,1262,273,335,3
"A0A182GUQ1"," RP20_CCG016099","AALF016099",NA,"protein_coding","Aedes albopictus","JXUM01S003684",0.082347,"Spastin [Source:UniProtKB/TrEMBL;Acc:A0A182GUQ1]",37.41,1,66752,2340,4960,194,2426,6
"A0A182H7A4"," CCG023271.1","AALF023271",NA,"protein_coding","Aedes albopictus","JXUM01S005828",0.082524,"epoxide hydrolase [Source:Projected from Aedes aegypti (AAEL000438) VB Community Annotation]",47.09,1,9202,1263,1526,208,55,5
"A0A023ENA7"," RP20_CCG013415","AALF013415",NA,"protein_coding","Aedes albopictus","JXUM01S002962",0.08277,"",42.58,1,33052,3744,11637,121,7772,12
"A0A023ETU3"," RP20_CCG008785","AALF008785",NA,"protein_coding","Aedes albopictus","JXUM01S001934",0.082891,"srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]",40.54,1,36760,1953,36760,1026,33781,1
"A0A023EWS1"," CCG006730.1","AALF006730",NA,"protein_coding","Aedes albopictus","JXUM01S001616",0.083107,"",56.65,1,978,978,978,NA,NA,1
"A0A023EMN9"," RP20_CCG023812","AALF023812",NA,"protein_coding","Aedes albopictus","JXUM01S000732",0.083124,"F-box/lrr protein, drome [Source:Projected from Aedes aegypti (AAEL012126) VB Community Annotation]",44.27,1,1999,882,1945,135,928,2
"A0A023EV19"," RP20_CCG022326","AALF022326",109430546,"protein_coding","Aedes albopictus","JXUM01S005517",0.083138,"Putative ferric-chelate reductase 1 [Source:UniProtKB/TrEMBL;Acc:A0A023EXF7]",39.05,1,10883,1905,2770,17,848,7
"A0A182H7L6"," RP20_CCG023468","AALF023468",NA,"protein_coding","Aedes albopictus","JXUM01S005896",0.083342,"",52.5,1,3707,1824,3582,211,1547,3
"A0A023EWM1"," RP20_CCG012900","AALF012900",NA,"protein_coding","Aedes albopictus","JXUM01S000342",0.08401,"",50.92,1,982,279,982,417,286,1
"A0A182GPJ4"," RP20_CCG013476","AALF013476",NA,"protein_coding","Aedes albopictus","JXUM01S000324",0.084609,"",53.85,1,2427,267,2427,1643,517,1
"A0A023EDY3"," CCG017449.1","AALF017449",NA,"protein_coding","Aedes albopictus","JXUM01S004054",0.085014,"",40.39,1,14701,234,1177,366,577,2
"A0A182GQA0"," RP20_CCG013836.3","AALF013836",NA,"protein_coding","Aedes albopictus","JXUM01S003072",0.085019,"acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]",39.59,1,31660,1542,24138,199,22397,6
"A0A023EVY5"," CCG009705.1","AALF009705",NA,"protein_coding","Aedes albopictus","JXUM01S002109",0.085084,"Elongation factor G, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182GGX6]",43.55,1,4441,2247,4291,158,1886,3
"A0A182GK16"," CCG011270.1","AALF011270",NA,"protein_coding","Aedes albopictus","JXUM01S002434",0.085252,"cleavage and polyadenylation specificity factor cpsf [Source:Projected from Aedes aegypti (AAEL000832) VB Community Annotation]",48.98,1,7233,4278,5793,180,1335,7
"A0A182H6W8"," CCG022981.2","AALF022981",NA,"protein_coding","Aedes albopictus","JXUM01S005748",0.087397,"",41.46,1,17260,1638,3074,361,1075,9
"A0A023EQW6"," CCG012060.1","AALF012060",NA,"protein_coding","Aedes albopictus","JXUM01S002618",0.087973,"",39.62,1,12722,1284,2490,468,738,2
"A0A182GQ91"," CCG013827.1","AALF013827",NA,"protein_coding","Aedes albopictus","JXUM01S000338",0.088331,"",37.09,1,14360,555,1318,518,245,2
"A0A023EK98"," RP20_CCG011607","AALF011607",NA,"protein_coding","Aedes albopictus","JXUM01S002509",0.08945,"",48.56,1,9995,5880,9338,13,3445,4
"A0A023EPQ3"," CCG019551.1","AALF019551",NA,"protein_coding","Aedes albopictus","JXUM01S004623",0.089508,"",40.88,1,3518,855,3518,1665,998,1
"A0A182H7X3"," CCG023661.1","AALF023661",NA,"protein_coding","Aedes albopictus","JXUM01S005960",0.089593,"",49.28,1,1250,798,1250,227,225,1
"A0A182H8M9"," RP20_CCG024168","AALF024168",NA,"protein_coding","Aedes albopictus","JXUM01S006125",0.089676,"",43.16,1,980,381,908,395,132,2
"A0A023EV69"," RP20_CCG011598","AALF011598",NA,"protein_coding","Aedes albopictus","JXUM01S002505",0.090446,"",38.41,1,17283,2481,6139,2195,1463,5
"A0A182GJU2"," RP20_CCG011177","AALF011177",NA,"protein_coding","Aedes albopictus","JXUM01S002421",0.090685,"Serine Protease Inhibitor (serpin)  likely cleavage at S/S. [Source:Projected from Aedes aegypti (AAEL008364) VB Community Annotation]",49.07,1,4414,1272,1413,2,139,3
"A0A182H2S5"," RP20_CCG020539","AALF020539",NA,"protein_coding","Aedes albopictus","JXUM01S004920",0.090865,"",43.25,1,689,303,689,292,94,1
"A0A182GMI5"," RP20_CCG012523.2","AALF012523",NA,"protein_coding","Aedes albopictus","JXUM01S002751",0.09099,"",37.48,1,21629,1089,10119,8803,227,2
"A0A023ESJ7"," RP20_CCG007786","AALF007786",NA,"protein_coding","Aedes albopictus","JXUM01S001748",0.091025,"alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GD08]",44.54,1,26222,1800,3132,159,1173,6
"A0A023EXB9"," CCG014445.1","AALF014445",NA,"protein_coding","Aedes albopictus","JXUM01S003221",0.091436,"",40,1,78992,2823,20131,6677,10631,5
"A0A182GEZ6"," CCG008767.3","AALF008767",NA,"protein_coding","Aedes albopictus","JXUM01S001925",0.091527,"groucho protein [Source:Projected from Aedes aegypti (AAEL010433) VB Community Annotation]",37.83,1,61953,1848,3351,110,1393,11
"A0A023EXD9"," CCG006470.1","AALF006470",NA,"protein_coding","Aedes albopictus","JXUM01S001590",0.091791,"",39.31,1,76716,2007,23499,20109,1383,8
"A0A182G3R2"," RP20_CCG002280","AALF002280",NA,"protein_coding","Aedes albopictus","JXUM01S001177",0.091913,"",52.98,1,604,180,604,144,280,1
"A0A182G2L9"," CCG001505.1","AALF001505",NA,"protein_coding","Aedes albopictus","JXUM01S001124",0.091948,"cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008340) VB Community Annotation]",42.15,1,38223,3495,6075,57,2523,5
"A0A182HDJ1"," CCG027237.3","AALF027237",NA,"protein_coding","Aedes albopictus","JXUM01S000917",0.092152,"",44.72,1,5025,3216,5025,1001,808,1
"A0A182GZ11"," CCG018421.2","AALF018421",NA,"protein_coding","Aedes albopictus","JXUM01S004325",0.092559,"germ cell-less protein [Source:Projected from Aedes aegypti (AAEL000856) VB Community Annotation]",40.06,1,39248,1530,38655,35330,1795,4
"A0A023EQY2"," RP20_CCG000220","AALF000220",NA,"protein_coding","Aedes albopictus","JXUM01S001037",0.092951,"CRAL/TRIO domain-containing protein [Source:Projected from Aedes aegypti (AAEL005779) VB Community Annotation]",41.77,1,34461,927,34394,33075,392,2
"A0A182GCS6"," CCG007683.1","AALF007683",NA,"protein_coding","Aedes albopictus","JXUM01S001732",0.093063,"",45.68,1,29014,1740,23486,1164,20582,3
"A0A182GJD7"," RP20_CCG010956","AALF010956",NA,"protein_coding","Aedes albopictus","JXUM01S002373",0.093568,"",44.44,1,17162,4941,6728,149,1638,7
"A0A182HE06"," RP20_CCG027582","AALF027582",NA,"protein_coding","Aedes albopictus","JXUM01S000938",0.093911,"",40.53,1,36675,2769,4724,878,1077,8
"A0A023EQV8"," RP20_CCG011874","AALF011874",NA,"protein_coding","Aedes albopictus","JXUM01S002575",0.095554,"DNA-J/hsp40 [Source:Projected from Aedes aegypti (AAEL003588) VB Community Annotation]",48.41,1,2103,1113,2103,244,746,1
"A0A023EUD7"," RP20_CCG024597","AALF024597",NA,"protein_coding","Aedes albopictus","JXUM01S000770",0.095767,"Putative conserved protein with signal anchor [Source:Projected from Aedes aegypti lvpagwg (AAEL005522) UniProtKB/TrEMBL;Acc:A0A0P6J688]",43.59,1,12110,2409,2956,129,418,7
"A0A023ERR6"," RP20_CCG012705","AALF012705",NA,"protein_coding","Aedes albopictus","JXUM01S002783",0.096161,"zinc/iron transporter [Source:Projected from Aedes aegypti (AAEL001626) VB Community Annotation]",49.24,1,1765,1155,1765,376,234,1
"A0A023ER33"," RP20_CCG009155","AALF009155",NA,"protein_coding","Aedes albopictus","JXUM01S001995",0.097303,"Putative 26s proteasome regulatory complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ER33]",40.69,1,22380,1146,2240,164,930,6
"A0A023EIL7"," RP20_CCG020662","AALF020662",109427759,"protein_coding","Aedes albopictus","JXUM01S004952",0.097455,"Glucosamine 6-phosphate N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A023EIL7]",38.91,1,12400,639,1331,176,516,4
"A0A182GV15"," CCG016238.1","AALF016238",NA,"protein_coding","Aedes albopictus","JXUM01S003723",0.098029,"valyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL004327) VB Community Annotation]",41.46,1,23039,3132,5792,272,2388,4
"A0A182H518"," RP20_CCG021841","AALF021841",NA,"protein_coding","Aedes albopictus","JXUM01S005372",0.098298,"",47.46,1,1494,774,1494,411,309,1
"A0A182G149"," RP20_CCG000432","AALF000432",NA,"protein_coding","Aedes albopictus","JXUM01S001051",0.098633,"sugar transporter [Source:Projected from Aedes aegypti (AAEL014206) VB Community Annotation]",39.85,1,13992,1662,3228,55,1511,4
"A0A023EFH1"," CCG013807.1","AALF013807",109406008,"protein_coding","Aedes albopictus","JXUM01S003060",0.099569,"MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]",51.25,1,519,375,375,NA,NA,3
"A0A1W7R6K0"," RP20_CCG017781","AALF017781",NA,"protein_coding","Aedes albopictus","JXUM01S004143",0.101277,"",43.79,1,3496,2574,3496,115,807,1
"A0A182G9G7"," RP20_CCG005741","AALF005741",NA,"protein_coding","Aedes albopictus","JXUM01S000157",0.101892,"Protein kinase C [Source:UniProtKB/TrEMBL;Acc:A0A182G9G7]",42.37,1,11202,1566,3666,605,1495,5
"A0A182GIS9"," CCG012319.1","AALF012319",NA,"protein_coding","Aedes albopictus","JXUM01S002700",0.103135,"",45.61,1,19469,924,19469,782,17763,1
"A0A182H537"," RP20_CCG021886.2","AALF021886",NA,"protein_coding","Aedes albopictus","JXUM01S005342",0.103246,"",39.99,1,13344,594,1709,377,738,2
"A0A182GUY8"," RP20_CCG016202","AALF016202",NA,"protein_coding","Aedes albopictus","JXUM01S003706",0.103629,"Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GUY8]",44.05,1,11799,2979,5364,575,1810,8
"A0A182H596"," CCG021986.1","AALF021986",NA,"protein_coding","Aedes albopictus","JXUM01S005362",0.103638,"",52.48,1,1229,177,1229,515,537,1
"A0A182H7J3"," CCG023425.1","AALF023425",NA,"protein_coding","Aedes albopictus","JXUM01S000712",0.104202,"",39.85,1,39073,666,23051,354,22031,3
"A0A182GVZ2"," CCG011829.1","AALF011829",NA,"protein_coding","Aedes albopictus","JXUM01S002561",0.104882,"sugar transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL010485) VB Community Annotation]",44.85,1,11427,1425,2030,373,232,3
"A0A182H2D7"," RP20_CCG020338","AALF020338",NA,"protein_coding","Aedes albopictus","JXUM01S004840",0.10542,"RNA polymerase ii ctd phosphatase [Source:Projected from Aedes aegypti (AAEL015142) VB Community Annotation]",41.83,1,14490,2250,3231,65,916,7
"A0A182GG23"," RP20_CCG009300","AALF009300",NA,"protein_coding","Aedes albopictus","JXUM01S002020",0.106043,"",50.15,1,8006,1503,7922,3555,2864,2
"A0A182GYY8"," CCG018391.1","AALF018391",NA,"protein_coding","Aedes albopictus","JXUM01S004317",0.106252,"",55.86,1,777,345,777,134,298,1
"A0A023ETR3"," RP20_CCG010133","AALF010133",109418321,"protein_coding","Aedes albopictus","JXUM01S002198",0.106801,"Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A182GHS1]",41.64,1,10131,1389,3276,350,1537,3
"A0A182GX42"," RP20_CCG017400","AALF017400",NA,"protein_coding","Aedes albopictus","JXUM01S004042",0.107178,"serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL006539) VB Community Annotation]",37.87,1,37534,1854,4158,1889,415,5
"A0A182H5K1"," CCG022185.1","AALF022185",NA,"protein_coding","Aedes albopictus","JXUM01S005443",0.107189,"",46.45,1,5617,1896,5617,1350,2371,1
"A0A182GFS4"," RP20_CCG009151","AALF009151",NA,"protein_coding","Aedes albopictus","JXUM01S001996",0.109141,"",52.15,1,813,495,813,138,180,1
"A0A182GKR2"," CCG011608.1","AALF011608",NA,"protein_coding","Aedes albopictus","JXUM01S002509",0.110214,"",41.5,1,4140,1731,2055,168,156,3
"A0A182GEB4"," RP20_CCG008439","AALF008439",NA,"protein_coding","Aedes albopictus","JXUM01S001855",0.110267,"glutathione transferase [Source:Projected from Aedes aegypti lvpagwg (AAEL010591) VB Community Annotation]",48.97,1,1501,750,1315,246,319,2
"A0A182H991"," CCG024530.1","AALF024530",NA,"protein_coding","Aedes albopictus","JXUM01S000773",0.110723,"",40.59,1,40368,4158,7848,75,3615,8
"A0A182GLN1"," RP20_CCG012061","AALF012061",NA,"protein_coding","Aedes albopictus","JXUM01S002618",0.111252,"Anion exchange protein [Source:UniProtKB/TrEMBL;Acc:A0A182GLN1]",39.7,1,69614,3639,43842,38761,1442,9
"A0A023EQE2"," RP20_CCG017656.2","AALF017656",NA,"protein_coding","Aedes albopictus","JXUM01S004108",0.111822,"",41.2,1,25389,3447,4877,56,1374,4
"A0A182GLU1"," CCG012145.1","AALF012145",NA,"protein_coding","Aedes albopictus","JXUM01S002650",0.111873,"",40.04,1,54497,363,713,5,345,3
"A0A023EWM1"," RP20_CCG004135","AALF004135",NA,"protein_coding","Aedes albopictus","JXUM01S001342",0.112201,"",47,1,851,495,851,53,303,1
"A0A023EQ67"," CCG014756.1","AALF014756",NA,"protein_coding","Aedes albopictus","JXUM01S000376",0.115215,"",39.12,1,48209,1026,1681,382,273,3
"A0A182G3B9"," RP20_CCG002028","AALF002028",NA,"protein_coding","Aedes albopictus","JXUM01S001157",0.115762,"ran-binding protein [Source:Projected from Aedes aegypti (AAEL009884) VB Community Annotation]",44.66,1,30491,8082,9225,278,865,7
"A0A182GI38"," CCG010296.1","AALF010296",NA,"protein_coding","Aedes albopictus","JXUM01S002240",0.116196,"",49.52,1,4929,2904,4929,99,1926,1
"A0A182GA07"," RP20_CCG006076","AALF006076",NA,"protein_coding","Aedes albopictus","JXUM01S001535",0.117638,"",43.92,1,14981,2499,3286,127,660,5
"A0A182GBX9"," CCG007205.1","AALF007205",NA,"protein_coding","Aedes albopictus","JXUM01S001678",0.117652,"",38.92,1,25221,1542,25221,9510,14169,1
"A0A023ER55"," RP20_CCG004593","AALF004593",NA,"protein_coding","Aedes albopictus","JXUM01S001381",0.117816,"DNA repair protein rad50 [Source:Projected from Aedes aegypti (AAEL014748) VB Community Annotation]",41.25,1,14301,3933,4184,164,87,6
"A0A182G9V6"," CCG005985.1","AALF005985",109430248,"protein_coding","Aedes albopictus","JXUM01S001520",0.119777,"",42.73,1,777,333,684,259,92,2
"A0A182GLX2"," RP20_CCG012181","AALF012181",NA,"protein_coding","Aedes albopictus","JXUM01S002653",0.119839,"",41.15,1,2095,384,2095,912,799,1
