#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
UPI0007D173C2	7159.AAEL013012-PA	0	3081	"COG5307@1|root,KOG0929@2759|Eukaryota,38B79@33154|Opisthokonta,3BEJ9@33208|Metazoa,3CW6V@33213|Bilateria,41TEB@6656|Arthropoda,3SK8A@50557|Insecta,451IX@7147|Diptera,45GCI@7148|Nematocera"	33208|Metazoa	U	Brefeldin A-inhibited guanine nucleotide-exchange protein	ARFGEF1	"GO:0000139,GO:0001817,GO:0001819,GO:0001881,GO:0003674,GO:0005085,GO:0005086,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005815,GO:0005829,GO:0005856,GO:0005874,GO:0005879,GO:0005881,GO:0005929,GO:0005930,GO:0006810,GO:0006887,GO:0006892,GO:0006893,GO:0006996,GO:0007030,GO:0007032,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0008064,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010256,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010639,GO:0010646,GO:0010647,GO:0010720,GO:0012505,GO:0014041,GO:0014042,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016363,GO:0017022,GO:0019222,GO:0019899,GO:0022008,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030100,GO:0030154,GO:0030182,GO:0030425,GO:0030532,GO:0030832,GO:0030833,GO:0030837,GO:0031090,GO:0031175,GO:0031267,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031333,GO:0031399,GO:0031401,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0032012,GO:0032268,GO:0032270,GO:0032271,GO:0032272,GO:0032279,GO:0032280,GO:0032501,GO:0032502,GO:0032535,GO:0032680,GO:0032760,GO:0032838,GO:0032878,GO:0032879,GO:0032940,GO:0032956,GO:0032970,GO:0032991,GO:0033036,GO:0033043,GO:0034237,GO:0034260,GO:0034399,GO:0034613,GO:0035556,GO:0036477,GO:0042886,GO:0042995,GO:0043001,GO:0043005,GO:0043086,GO:0043087,GO:0043112,GO:0043170,GO:0043197,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0044087,GO:0044092,GO:0044237,GO:0044260,GO:0044309,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044431,GO:0044441,GO:0044444,GO:0044446,GO:0044447,GO:0044456,GO:0044463,GO:0044464,GO:0045184,GO:0045202,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045807,GO:0046578,GO:0046903,GO:0048193,GO:0048468,GO:0048471,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050811,GO:0050896,GO:0051018,GO:0051020,GO:0051049,GO:0051050,GO:0051056,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051336,GO:0051346,GO:0051493,GO:0051494,GO:0051641,GO:0051716,GO:0051896,GO:0051897,GO:0051960,GO:0051962,GO:0055037,GO:0060049,GO:0060050,GO:0060255,GO:0060284,GO:0060627,GO:0061041,GO:0061951,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072657,GO:0072659,GO:0080090,GO:0080134,GO:0090066,GO:0090150,GO:0090283,GO:0090284,GO:0090303,GO:0097014,GO:0097447,GO:0097458,GO:0097708,GO:0098588,GO:0098772,GO:0098791,GO:0098794,GO:0098876,GO:0098984,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0099568,GO:0110053,GO:0120025,GO:0120036,GO:0120038,GO:0120114,GO:1902531,GO:1902533,GO:1902903,GO:1902904,GO:1903018,GO:1903020,GO:1903034,GO:1903036,GO:1903429,GO:1903431,GO:1903555,GO:1903557,GO:1904799,GO:1904801,GO:1990778,GO:1990904,GO:2000026,GO:2000112,GO:2000114"	-	ko:K18442	"ko04144,map04144"	-	-	-	"ko00000,ko00001,ko04131"	-	-	-	"DCB,DUF1981,Sec7,Sec7_N"
tr|A0A182GHU9|A0A182GHU9_AEDAL	7159.AAEL017357-PA	0	3722	"COG5021@1|root,KOG0168@2759|Eukaryota,KOG0170@2759|Eukaryota,KOG4276@2759|Eukaryota,38DVI@33154|Opisthokonta,3BED2@33208|Metazoa,3CSMN@33213|Bilateria,41TKA@6656|Arthropoda,3SJC2@50557|Insecta,4507G@7147|Diptera,45BCG@7148|Nematocera"	33208|Metazoa	O	WWE domain	-	"GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010604,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0032446,GO:0036211,GO:0042176,GO:0042752,GO:0042753,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0045732,GO:0048518,GO:0050789,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051603,GO:0060255,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0071704,GO:0080090,GO:0140096,GO:1901564,GO:1901565,GO:1901575"	2.3.2.26	ko:K10590	"ko04120,map04120"	-	-	-	"ko00000,ko00001,ko01000,ko04121"	-	-	-	"HECT,WWE"
UPI0007D3BDB9	7159.AAEL009353-PA	0	1673	"COG5183@1|root,KOG1609@2759|Eukaryota,38GYJ@33154|Opisthokonta,3BCF4@33208|Metazoa,3CWNX@33213|Bilateria,41VBR@6656|Arthropoda,3SKRY@50557|Insecta,45238@7147|Diptera,45CXM@7148|Nematocera"	33208|Metazoa	A	Zinc ion binding	MARCH6	"GO:0000151,GO:0000153,GO:0000209,GO:0000835,GO:0002020,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006508,GO:0006511,GO:0006517,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009100,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0012505,GO:0016020,GO:0016021,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0030163,GO:0030176,GO:0030433,GO:0031224,GO:0031227,GO:0031624,GO:0031984,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0033554,GO:0034976,GO:0035264,GO:0036211,GO:0036503,GO:0036507,GO:0036508,GO:0040007,GO:0042175,GO:0042221,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044390,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0048589,GO:0050896,GO:0051603,GO:0051716,GO:0061630,GO:0061659,GO:0070647,GO:0070936,GO:0071704,GO:0098796,GO:0098827,GO:0140096,GO:1901135,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1904380,GO:1990234,GO:1990381"	2.3.2.27	ko:K10661	"ko04141,map04141"	-	-	-	"ko00000,ko00001,ko01000,ko04121"	-	-	-	RINGv
tr|A0A023EJQ3|A0A023EJQ3_AEDAL	7159.AAEL004439-PA	5.77e-131	374	"COG5138@1|root,KOG1106@2759|Eukaryota,393IP@33154|Opisthokonta,3BDSK@33208|Metazoa,3D0HD@33213|Bilateria,41ZPY@6656|Arthropoda,3SNFI@50557|Insecta,4547K@7147|Diptera,45I18@7148|Nematocera"	33208|Metazoa	L	GINS complex protein	GINS3	"GO:0000228,GO:0000811,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0022616,GO:0031261,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:1901360,GO:1901576"	-	ko:K10734	-	M00286	-	-	"ko00000,ko00002,ko03032"	-	-	-	Sld5
tr|A0A182GIH3|A0A182GIH3_AEDAL	7159.AAEL014717-PA	3.09e-305	832	"COG1272@1|root,KOG0748@2759|Eukaryota,38C8H@33154|Opisthokonta,3BCS0@33208|Metazoa,3CTE5@33213|Bilateria,41VPR@6656|Arthropoda,3SIDV@50557|Insecta,451MR@7147|Diptera,45CHA@7148|Nematocera"	33208|Metazoa	T	Adiponectin receptor	ADIPOR2	"GO:0001525,GO:0001558,GO:0001568,GO:0001944,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006109,GO:0006629,GO:0006631,GO:0006950,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0008150,GO:0008152,GO:0009266,GO:0009409,GO:0009611,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009889,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010565,GO:0010632,GO:0010633,GO:0010646,GO:0010647,GO:0010648,GO:0010675,GO:0010717,GO:0010719,GO:0010817,GO:0010827,GO:0010828,GO:0010906,GO:0016020,GO:0016021,GO:0016500,GO:0019216,GO:0019217,GO:0019221,GO:0019222,GO:0019395,GO:0019752,GO:0019827,GO:0019899,GO:0019900,GO:0019901,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030258,GO:0030308,GO:0030334,GO:0030336,GO:0030718,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0032024,GO:0032501,GO:0032502,GO:0032787,GO:0032870,GO:0032879,GO:0032880,GO:0033210,GO:0033211,GO:0033500,GO:0034097,GO:0034440,GO:0034762,GO:0034764,GO:0035239,GO:0035295,GO:0036099,GO:0038023,GO:0040008,GO:0040012,GO:0040013,GO:0042060,GO:0042221,GO:0042304,GO:0042562,GO:0042592,GO:0042593,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044320,GO:0044321,GO:0044425,GO:0044459,GO:0044464,GO:0045595,GO:0045596,GO:0045834,GO:0045923,GO:0045926,GO:0046320,GO:0046321,GO:0046324,GO:0046326,GO:0046425,GO:0046426,GO:0046427,GO:0046626,GO:0046628,GO:0046883,GO:0046887,GO:0046890,GO:0046982,GO:0046983,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048646,GO:0048731,GO:0048856,GO:0048878,GO:0050708,GO:0050714,GO:0050789,GO:0050793,GO:0050794,GO:0050796,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051093,GO:0051128,GO:0051222,GO:0051223,GO:0051239,GO:0051241,GO:0051270,GO:0051271,GO:0051716,GO:0055088,GO:0055090,GO:0055100,GO:0055114,GO:0060055,GO:0060089,GO:0061042,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0070201,GO:0070328,GO:0070887,GO:0071310,GO:0071345,GO:0071495,GO:0071704,GO:0071944,GO:0072358,GO:0072359,GO:0080090,GO:0090087,GO:0090276,GO:0090277,GO:0097003,GO:0098727,GO:1900076,GO:1900078,GO:1901222,GO:1901223,GO:1902531,GO:1902532,GO:1902533,GO:1903530,GO:1903532,GO:1904892,GO:1904893,GO:1904894,GO:1904951,GO:1990522,GO:2000026,GO:2000145,GO:2000146"	-	ko:K07297	"ko04152,ko04211,ko04920,ko04932,map04152,map04211,map04920,map04932"	-	-	-	"ko00000,ko00001"	-	-	-	HlyIII
UPI0007D1D433	7159.AAEL011582-PA	2.07e-87	259	"KOG4602@1|root,KOG4602@2759|Eukaryota,3984K@33154|Opisthokonta,3CCDF@33208|Metazoa,3DTPN@33213|Bilateria,429SR@6656|Arthropoda,3SS9G@50557|Insecta,459ZN@7147|Diptera,45MAA@7148|Nematocera"	33208|Metazoa	S	Belongs to the nanos family	-	-	-	ko:K18760	-	-	-	-	"ko00000,ko03019"	-	-	-	zf-nanos
tr|A0A182G2Q1|A0A182G2Q1_AEDAL	7159.AAEL001371-PA	1.84e-170	475	"KOG1689@1|root,KOG1689@2759|Eukaryota,38D8F@33154|Opisthokonta,3BENP@33208|Metazoa,3CV05@33213|Bilateria,41V3F@6656|Arthropoda,3SGVR@50557|Insecta,44YMN@7147|Diptera,45EEW@7148|Nematocera"	33208|Metazoa	A	"Pre-mrna cleavage factor im, 25kD subunit"	NUDT21	"GO:0000375,GO:0000377,GO:0000398,GO:0002682,GO:0002684,GO:0003674,GO:0003676,GO:0003682,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005813,GO:0005815,GO:0005847,GO:0005849,GO:0005856,GO:0006139,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009058,GO:0009059,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010608,GO:0010628,GO:0015630,GO:0016043,GO:0016070,GO:0016071,GO:0016604,GO:0017091,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0022607,GO:0022613,GO:0022618,GO:0031123,GO:0031124,GO:0031323,GO:0031325,GO:0031437,GO:0031439,GO:0031440,GO:0031442,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0042382,GO:0042802,GO:0042803,GO:0042826,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043631,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044446,GO:0044451,GO:0044464,GO:0045595,GO:0045597,GO:0045935,GO:0046483,GO:0046983,GO:0048518,GO:0048522,GO:0050684,GO:0050685,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051252,GO:0051254,GO:0051259,GO:0051262,GO:0051290,GO:0051291,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0097659,GO:0098787,GO:0098789,GO:0110104,GO:1900363,GO:1900365,GO:1901360,GO:1901362,GO:1901363,GO:1901532,GO:1901534,GO:1901576,GO:1903311,GO:1903313,GO:1903706,GO:1903708,GO:1905456,GO:1905458,GO:1990120,GO:2000026,GO:2000736,GO:2000738,GO:2000973,GO:2000975"	-	ko:K14397	"ko03015,map03015"	-	-	-	"ko00000,ko00001,ko03019"	-	-	-	NUDIX_2
UPI0007D33C0B	7260.FBpp0239958	1.35e-20	86.3	"29KBU@1|root,2RTKP@2759|Eukaryota,3AQ97@33154|Opisthokonta,3C2Q2@33208|Metazoa,3DIFI@33213|Bilateria,424FS@6656|Arthropoda,3STPR@50557|Insecta,457K7@7147|Diptera"	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A182H681|A0A182H681_AEDAL	7070.TC001846-PA	4.84e-159	496	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda"	33208|Metazoa	L	K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,Retrotrans_gag,rve,zf-CCHC,zf-H2C2"
UPI0007D10A1C	7159.AAEL007256-PA	0	1232	"COG0514@1|root,KOG0353@2759|Eukaryota,39KMJ@33154|Opisthokonta,3CNVK@33208|Metazoa,3E51V@33213|Bilateria,41W0Y@6656|Arthropoda,3SIMC@50557|Insecta,455I7@7147|Diptera,45F7H@7148|Nematocera"	33208|Metazoa	L	Belongs to the helicase family. RecQ subfamily	RECQL	"GO:0000724,GO:0000725,GO:0000733,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009378,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031974,GO:0031981,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0036310,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070013,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097617,GO:0140097,GO:1901360,GO:1901363"	3.6.4.12	ko:K10899	-	-	-	-	"ko00000,ko01000,ko03400"	-	-	-	"DEAD,Helicase_C,RQC,RecQ_Zn_bind"
tr|A0A182GD72|A0A182GD72_AEDAL	7159.AAEL000709-PB	1.33e-148	432	"COG0666@1|root,KOG0504@2759|Eukaryota,38EYH@33154|Opisthokonta,3BM8A@33208|Metazoa,3CRRM@33213|Bilateria,41ZXU@6656|Arthropoda,3SMZY@50557|Insecta,4506N@7147|Diptera,45FME@7148|Nematocera"	33208|Metazoa	S	Protein cactus (TOLL pathway signalling)	NFKBIA	"GO:0000003,GO:0000060,GO:0001889,GO:0002064,GO:0002065,GO:0002066,GO:0002218,GO:0002221,GO:0002224,GO:0002225,GO:0002237,GO:0002253,GO:0002376,GO:0002520,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002753,GO:0002757,GO:0002758,GO:0002759,GO:0002760,GO:0002764,GO:0002784,GO:0002788,GO:0002804,GO:0002805,GO:0002807,GO:0002810,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003674,GO:0005048,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006464,GO:0006508,GO:0006606,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006915,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006967,GO:0007154,GO:0007165,GO:0007166,GO:0007249,GO:0007253,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007389,GO:0007399,GO:0008063,GO:0008104,GO:0008134,GO:0008139,GO:0008150,GO:0008152,GO:0008219,GO:0008593,GO:0009266,GO:0009409,GO:0009605,GO:0009607,GO:0009612,GO:0009617,GO:0009620,GO:0009628,GO:0009653,GO:0009798,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009950,GO:0009953,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010648,GO:0010743,GO:0010745,GO:0010874,GO:0010875,GO:0010883,GO:0010888,GO:0010927,GO:0010941,GO:0012501,GO:0014070,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016579,GO:0017038,GO:0019219,GO:0019221,GO:0019222,GO:0019538,GO:0019730,GO:0019732,GO:0019899,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030154,GO:0030522,GO:0030703,GO:0030707,GO:0030855,GO:0031072,GO:0031099,GO:0031100,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031594,GO:0031625,GO:0031663,GO:0032088,GO:0032101,GO:0032103,GO:0032268,GO:0032270,GO:0032368,GO:0032370,GO:0032371,GO:0032373,GO:0032374,GO:0032376,GO:0032495,GO:0032496,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032989,GO:0032991,GO:0033036,GO:0033209,GO:0033218,GO:0033256,GO:0033365,GO:0033554,GO:0033993,GO:0034097,GO:0034142,GO:0034248,GO:0034250,GO:0034504,GO:0034612,GO:0034613,GO:0035556,GO:0035872,GO:0035994,GO:0036211,GO:0042127,GO:0042221,GO:0042277,GO:0042493,GO:0042802,GO:0042886,GO:0042981,GO:0042994,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043330,GO:0043331,GO:0043392,GO:0043412,GO:0043433,GO:0043900,GO:0043902,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0044877,GO:0045087,GO:0045088,GO:0045089,GO:0045184,GO:0045185,GO:0045202,GO:0045595,GO:0045596,GO:0045637,GO:0045638,GO:0045746,GO:0045893,GO:0045935,GO:0045944,GO:0046843,GO:0046907,GO:0048145,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048646,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050727,GO:0050729,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051049,GO:0051050,GO:0051059,GO:0051090,GO:0051093,GO:0051098,GO:0051100,GO:0051101,GO:0051169,GO:0051170,GO:0051171,GO:0051173,GO:0051179,GO:0051220,GO:0051234,GO:0051235,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0060429,GO:0060548,GO:0061008,GO:0065007,GO:0065008,GO:0065009,GO:0070417,GO:0070423,GO:0070427,GO:0070431,GO:0070498,GO:0070555,GO:0070646,GO:0070647,GO:0070727,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071345,GO:0071347,GO:0071356,GO:0071396,GO:0071407,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072594,GO:0080090,GO:0080134,GO:0097421,GO:0098542,GO:1900150,GO:1901222,GO:1901564,GO:1901652,GO:1901698,GO:1901700,GO:1901701,GO:1902531,GO:1902680,GO:1903506,GO:1903508,GO:1903706,GO:1903707,GO:1905952,GO:1905953,GO:1905954,GO:2000026,GO:2000112,GO:2001141"	-	"ko:K04734,ko:K05872"	"ko04024,ko04062,ko04064,ko04210,ko04380,ko04620,ko04621,ko04622,ko04623,ko04624,ko04657,ko04658,ko04659,ko04660,ko04662,ko04668,ko04722,ko04920,ko04926,ko04931,ko05120,ko05131,ko05134,ko05140,ko05142,ko05145,ko05160,ko05161,ko05162,ko05164,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05215,ko05220,ko05222,map04024,map04062,map04064,map04210,map04380,map04620,map04621,map04622,map04623,map04624,map04657,map04658,map04659,map04660,map04662,map04668,map04722,map04920,map04926,map04931,map05120,map05131,map05134,map05140,map05142,map05145,map05160,map05161,map05162,map05164,map05166,map05167,map05168,map05169,map05200,map05203,map05215,map05220,map05222"	M00686	-	-	"ko00000,ko00001,ko00002,ko03000,ko04131"	-	-	-	"Ank,Ank_2,Ank_3,Ank_4,Ank_5"
UPI0007D22BA2	7176.CPIJ002396-PA	5.72e-197	639	"2C6D2@1|root,2QVAZ@2759|Eukaryota,38DRN@33154|Opisthokonta,3BDHP@33208|Metazoa,3CWHN@33213|Bilateria,4209K@6656|Arthropoda,3SN2W@50557|Insecta,458QK@7147|Diptera,45HKI@7148|Nematocera"	33208|Metazoa	S	FAM193 family C-terminal	FAM193A	-	-	-	-	-	-	-	-	-	-	-	FAM193_C
tr|A0A182GJ49|A0A182GJ49_AEDAL	7029.ACYPI061271-PA	4.62e-58	198	"COG2801@1|root,KOG0017@2759|Eukaryota,38DPC@33154|Opisthokonta,3BGB6@33208|Metazoa,3D5G4@33213|Bilateria,41ZUZ@6656|Arthropoda,3SKEY@50557|Insecta"	33208|Metazoa	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,Retrotran_gag_2,gag_pre-integrs,rve"
