"uniprot_id","species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17K67","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001780","Homeobox protein distal-less dlx.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeobox domain","DLX1","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K68","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001776","AAEL001776-PA.",NA,NA,NA,NA,"Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DLX1","Homeobox",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KU1","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001567","Myocyte-specific enhancer factor 2d.",NA,NA,"cell differentiation; heart development; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; histone deacetylase binding; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","enhancer factor","MEF2C","HJURP_C,SRF-TF","Transcription factor, MADS-box","SRF-type transcription factor (DNA-binding and dimerisation domain)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L66","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001468","AAEL001468-PA.",NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L67","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001454","AAEL001454-PA.",NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LA6","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001437","AAEL001437-PA.",NA,NA,"post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process",NA,"Domain B in dwarfin family proteins",NA,"MH2","SMAD domain, Dwarfin-type","MH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17M41","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL001116","AAEL001116-PA.",NA,NA,NA,NA,NA,NA,"VGLL4",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000908","AAEL000908-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000891","AAEL000891-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N19","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000818","Putative G-protein coupled receptor (GPCR).",NA,NA,NA,"G protein-coupled receptor activity","7 transmembrane sweet-taste receptor of 3 GCPR",NA,"7tm_3","GPCR family 3, C-terminal","7 transmembrane sweet-taste receptor of 3 GCPR","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NC1","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000729","AAEL000729-PA.",NA,NA,"regulation of translation","mRNA binding","nucleic acid binding","MSI1","RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NE5","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000741","Ecdysone-induced protein 74EF (ETS transcription factor E74A).",NA,NA,"cell differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding","erythroblast transformation specific domain","ELF2","Elf-1_N,Ets","Ets domain","Ets-domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NG8","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000703","Alpha-1,4 glucan phosphorylase; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.","Alpha-1,4 glucan phosphorylase","Allosteric enzyme that catalyzes the rate-limiting step in glycogen catabolism, the phosphorolytic cleavage of glycogen to produce glucose-1-phosphate, and plays a central role in maintaining cellular and organismal glucose homeostasis","glycogen catabolic process","glycogen phosphorylase activity; pyridoxal phosphate binding","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties","PYGB","Phosphorylase","Glycosyl transferase, family 35","Carbohydrate phosphorylase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"TOLL8","AAEL000633-PA.",NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NT7","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"DNR1","AAEL000590-PA.","RING-type E3 ubiquitin transferase",NA,"animal organ morphogenesis; neuron differentiation; protein ubiquitination; ubiquitin-dependent protein catabolic process","ubiquitin-protein transferase activity; zinc ion binding","FERM C-terminal PH-like domain","dnr1","FERM_C,FERM_M,FERM_N,zf-C3HC4_3","FERM central domain","FERM central domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17P09","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000489","Non-specific serine/threonine protein kinase.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-activated kinase","Pak3","PBD,Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PG3","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000324","Tyrosine-protein kinase drl.","receptor protein-tyrosine kinase",NA,"axonogenesis; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; protein kinase activity","WIF domain","RYK","Pkinase_Tyr,WIF","WIF domain","WIF domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PT9","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000242","AAEL000242-PA; Belongs to the potassium channel family.",NA,NA,"action potential; protein homooligomerization","delayed rectifier potassium channel activity","Belongs to the potassium channel family","KCNA2","BTB_2,Ion_trans,K_channel_TID","Potassium channel tetramerisation-type BTB domain","BTB/POZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PU2","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"AAEL000247","AAEL000247-PA.","Dynein axonemal assembly factor 4",NA,"cilium movement; inner dynein arm assembly; nervous system development; outer dynein arm assembly",NA,"TPR repeat","DYX1C1","CS,TPR_8","CS domain","CS domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HR69","Aedes aegypti","aae-mir-34-5p","GO:0050794","Regulation of cellular process",164,4893,0.18,0.6,3.7e-07,"Q1HR69_AEDAE","Heat shock cognate 70; Belongs to the heat shock protein 70 family.",NA,NA,NA,"ATP binding; ATP-dependent protein folding chaperone","MreB/Mbl protein","HSPA5","HSP70","Heat shock protein 70 family","Hsp70 protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAF0","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"J9EAF0_AEDAE","AAEL017196-PA.",NA,NA,"protein processing","metalloendopeptidase activity","Peptidase family M13",NA,"Peptidase_M13,Peptidase_M13_N","Peptidase M13, N-terminal domain","Peptidase family M13","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EBD1","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"J9EBD1_AEDAE","AAEL017382-PA; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"intracellular signal transduction","ATP binding; protein serine/threonine kinase activity","Protein tyrosine kinase","CHEK1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0C7A8","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL000053","AAEL000053-PA.",NA,NA,"negative regulation of autophagy; phosphatidylinositol dephosphorylation","protein phosphatase binding","Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily","MTMR9","Myotub-related","Myotubularin-like, phosphatase domain","Myotubularin-like phosphatase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0C7B1","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL000093","AAEL000093-PA.",NA,NA,"intracellular signal transduction","GTPase activator activity; zinc ion binding","Bruton's tyrosine kinase Cys-rich motif","RASA2","BTK,C2,PH,RasGAP","C2 domain","C2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEV0","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL007995","AAEL007995-PA.",NA,NA,"regulation of transcription by RNA polymerase II","transcription corepressor activity; zinc ion binding","ELM2","TRERF1","ELM2,Myb_DNA-binding,zf-C2H2,zf-C2H2_6","ELM2 domain","ELM2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16EM3","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL015101","AAEL015101-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","C2H2-type zinc finger",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HG5","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HK0","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL013997","AAEL013997-PA.",NA,NA,"signal transduction",NA,"Guanine nucleotide-binding protein","GNB4","WD40","G-protein subunit beta 1-5","G protein beta WD-40 repeat protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I75","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL013770","Zinc finger protein.",NA,NA,"cell fate commitment","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","SET domain","PR domain zinc finger protein 2, PR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IY0","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL013510","AAEL013510-PA.","Protein Smaug",NA,"nuclear-transcribed mRNA poly(A) tail shortening; regulation of DNA-templated transcription","mRNA binding; translation repressor activity","Smaug protein","SAMD4B","PHAT,SAM_1","Sterile alpha motif domain","SAM domain (Sterile alpha motif)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KA6","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL013066","AAEL013066-PA.",NA,NA,NA,NA,"Protein tyrosine kinase","CHEK1","Pkinase",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16L96","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,"MAPK cascade","ATP binding; protein serine/threonine kinase activity; protein serine/threonine/tyrosine kinase activity; protein tyrosine kinase activity","protein kinase kinase","MAP2K1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LB3","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012707","AAEL012707-PA; Belongs to the peptidase C19 family.","ubiquitinyl hydrolase 1",NA,"DNA damage response, signal transduction by p53 class mediator; protein deubiquitination; proteolysis; regulation of autophagy","cysteine-type deubiquitinase activity","Belongs to the peptidase C19 family","USP10","PAM2,UCH","Peptidase C19, ubiquitin carboxyl-terminal hydrolase","Ubiquitin carboxyl-terminal hydrolase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MG8","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012307","AAEL012307-PA.",NA,NA,NA,NA,"Transcriptional repressor TCF25","TCF25","Tcf25","TCF25/Rqc1","Transcriptional repressor TCF25","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MM1","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012259","AAEL012259-PA.",NA,NA,NA,NA,"It is involved in the biological process described with regulation of transcription from RNA polymerase II promoter","SUPT5H","CTD,KOW,Spt5-NGN,Spt5_N",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NB0","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL012031","AAEL012031-PA.",NA,NA,NA,NA,"Centrosomal protein","CEP152",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL011565","AAEL011565-PA.",NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","Ankyrin repeat","Ankyrin repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R65","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL011058","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","Lim domain binding protein","LDB2","LIM_bind","LIM interaction domain","LIM interaction domain (LID)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RM1","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL010908","AAEL010908-PA.",NA,NA,NA,NA,"Headcase protein","HECA","HECA,Headcase","Headcase, middle domain","Headcase protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16S36","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL010716","AAEL010716-PA.","Translocon Sec61/SecY plug domain-containing protein",NA,"protein transport",NA,"Plug domain of Sec61p","Sec61alpha","Plug_translocon,SecY","Translocon Sec61/SecY, plug domain","Plug domain of Sec61p","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U30","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL010041","AAEL010041-PA.",NA,NA,NA,NA,"Src homology 2 domains",NA,"PID,SH2","SH2 domain","SH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VZ3","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL009400","AAEL009400-PA.","poly(A)-specific ribonuclease",NA,NA,"nucleic acid binding; poly(A)-specific ribonuclease activity","CCR4-NOT transcription complex subunit 7","CNOT8","CAF1","Ribonuclease CAF1","CAF1 family ribonuclease","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W03","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL009377","AAEL009377-PA.","small monomeric GTPase",NA,"Rap protein signal transduction","GTP binding; GTPase activity","Ras subfamily of RAS small GTPases","RAP1A","Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16X87","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL008944","AAEL008944-PA.",NA,NA,"centriole replication; ciliary basal body organization; negative regulation of centriole elongation; regulation of cytokinesis",NA,"Calcium-dependent calmodulin binding","CCP110","CALM_bind",NA,"Calcium-dependent calmodulin binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL008773","AAEL008773-PA.","Laminin A chain",NA,"animal organ morphogenesis; cell adhesion; system development; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","Laminin IV","Laminin B (Domain IV)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT5","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL008774","AAEL008774-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","C2H2-type zinc finger",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ8","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL008362","AAEL008362-PA.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase protein","SULF1","DUF3740,Sulfatase","Sulfatase, N-terminal","Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ9","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL008372","Sulfatase-1, sulf-1.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase","SULF1","DUF3740,Sulfatase","Sulfatase, N-terminal","Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL008371","AAEL008371-PA.",NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","CRAL-TRIO lipid binding domain","Divergent CRAL/TRIO domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K8","Aedes aegypti","aae-mir-34-5p","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
